id,cluster_id,source,number,title,length,artist,album,year,language
255,3439,4,2,002-Ogunde / Margeritelek,5m 30sec,Davaiciass TMC,The Informelle Mitarbeiter Tour 2010/11 Demo (unknown),,unknown
265,141,4,2,002-Abie Stracie,unknown,Like a Tim,Audio Art (unknown),,E.
284,5987,4,B2,0B2-Don't Burn the Fires,3m 52sec,Dead Moon,Live Evil (1991),,Eng.
296,157,4,5,005-Beni Derde Salan Gelsin,3m 47sec,Musa Eroglu,Sele Verdim (2003),,Tur.
303,160,4,12,012-Under th eTop,5m 41sec,Elliot Goldenthal,Batman Forever: Original Motion Picture Score (1995),,Eng.
309,6556,4,6,006-Saratoga,3m 21sec,Nina Simone,Nina's Back (unknown),,Eng.
313,9778,4,5,005-Mechanical Advantage,4m 19sec,Deepspace 5,"Unique, Just Like Everyone Else (2005)",,Eng.
315,167,4,13,"013-Act 2, Scene III: Recitativo - Voi quel folgio lasciate (Serse/Atalanta)",0m 11sec,Georg Friedrich Handel,Serse (Atto Secondo) (2003),,Ita.
319,7921,4,5,"005-Kantate, BWV 4 ""Christ lag in Todesbanden"": V. Coro Versus IV ""Es war ein wunderlicher Krieg""",2m 37sec,Johann Sebastian Bach,"Edition Bachakademie, Volume 2: Cantatas BWV 4-6 (Bach-Collegium Stuttgart feat. conductor: Hellmuth Rilling) (unknown)",,Ger.
320,170,4,7,007-Yer Blooze,unknown,The Loungs,Big Wow (unknown),,Eng.
321,9029,4,18,018-Little Bird,unknown,The Nashville Teens,Best of the Nashville Teens 1964-1969 (1993),,Eg.
324,6523,4,8,008-L.A. Song,4m 12sec,Mohair,Small Talk (unknown),,Enng.
325,9981,4,1,001-Self Preservation,3m 51sec,Kutt Calhoun feat. Krizz Kaliko,Black Gold (2013),,nEg.
326,7478,4,4,004-Schwarze Lande,3m 33sec,Amber und Gefahrten,Bardensang (unknown),,Ge.r
334,3554,4,2,002-The Driving Blues,3m 43sec,RogeGr Manning,Roger Manning (unknown),,Eng.
342,3815,4,2,002-Married Woman Blues,5m 24sec,Jimmy Johnson,Peppers Hangout (unknown),,Eng.
345,5261,4,14,"Lugen, die von Herzen kommen (feat. narrator Mirja Bos) (2008)",5m 35sec,Kerstin Gier,014-Kapitel 35,,Ger.
350,182,4,4,004-Looking for Lives,4m 31sec,Timothy James Meaney,Looking for Lives (1992),,Eng.
354,655,4,1,001-Why Did They Sell Killarney?,unknown,Joseph . Natus,Why Did They Sell Killarney? (1900),,Eng.
357,186,4,4,004-Toxic Jesus,3m 39sec,Skorbut,Access All Areas (2005),,Eng.
364,1923,4,1 1,011-Angel of Harlem,4m 14sec,U2,"1993-07-27: Gentofte Stadion, Coxpenhagen, Denmark (unknown)",,Eng.
368,192,4,1,001-Nineteen Ninety Seven,3m 48sec,Hypoetical,Pendulum (2010),,Eng.
371,195,4,3,003-It's All Over,2m 54sec,Reckless Kelly,Millican (unknown),,Eng.
378,200,4,6,006-Woman's Work,2m 24sec,Tracy Chapman,Live Performances: 1988-2000 (disc 2) (unknown),,Eng.
395,5480,4,13,013-Dead Leg (Beautiful Ones - four track demo),3m 15sec,Suede,Coming Up (2011),,Eng.
398,1348,4,4,004-Water Song,5m 14sec,Hot Tuna,Final Vinyl (1979),,Eng.
403,216,4,4,004-Love & Peace = ,unknown,,BEST FRIENDS (2013),,Jap.
404,2333,4,11,011-Wenn du gehst,4m 5sec,wingenfelder:Wingenfelder,Selbstausloser (unknown),,Ger.
407,218,4,6,006-Adeptus Satanicus,4m 44sec,Manufacturer's Pride,Sound of God's Absence (2009),,Eng.
409,8441,4,4,004-Thank You,5m 41sec,Miami Saxophone Quartet,Take Four Giant Steps (2002,,Eng.
416,8975,4,11,011-Blood and Sand,4m 29sec,Bell mer Dolls,A Tribute to Rowland S. Howard (2006),,Eng.
417,222,4,6,006-Where the Girls Are,unknown,Billy Crurington,That's Just Me (unknown),,unknown
418,3316,4,13,013-Heartless,5m 0sec,Heart,These Dreams: Heart's Greatest Hits (1997),,Eng.
421,5919,4,6,006-Ilk Nurumsun (Haram),4m 5sec,Kibariye,Kul Kedisi (1995),,Tur.
432,229,4,11,011-Frank's Song,1m 56sec,Tom Waits,"The Early Years, Vol. I (1991)",,Eng.
435,231,4,9,009-Ljudet av ett annat hjarta,3m 54sec,Gyllne Tider,Instant Hits 1979-1989!,2090,unknown
439,1010,4,3,003-Santa Claus Is Coming to Town,2m 10sec,The Ventures,The Ventures Christmas Album (1995),,Eng.
440,233,4,8,008-Functional,9m 18sec,Theloious Mo nk,Manifesto (2009),,Eng.
445,236,4,4,Chapter 49,2m 11sec,John Vornholt,"The Genesis Wave, Book 1 (unknown)",,unknown
452,241,4,45,045-Shop Radio 1,0m 46sec,Eirik Suhrke,Spelunky (2012),,Eng.
457,244,4,3,"003-Sonata fur Viola da Gamba und Cembalo Nr. 4 C-dur, BWV 529: III. Allegro",3m 39sec,Johann Sebastian Bach,"Die Sonaten fur Viola da gamba und Cembalo (viola da gamba: Jordi Savall, harpsichord: Ton Koopman) (1998)",,Ger.
458,4677,4,3,003-Why Do Fools Fall in Love,2m 18sec,Frankie Lymon & The Teenagers,Mastermix Professional Engineered for DJs A: 50s 60s 70s (unknown),,Eng.
462,247,4,13,013--,1m 49sec,  ,(1998),,Rus.
464,249,4,6,006-Ocomber,1m 31sec,Scythelence,Appaseasonato (2011),,Eng.
472,2919,4,18,018-El bondi,0m 40sec,2 Minutos,20 anos no es nada (2007),,Spa.
473,255,4,2,002-Vision,unknown,Dr. Jeffrey Thompson,Creative Mind System (2005),,Eng.
479,258,4,1,001-Zero Sex,unknown,Christian Death,Zero Sex (1989),,Eng.
486,3765,4,10,010-Oysters,2m 59sec,Six Ft Hick,UnAustralian (2002),,Eng.
494,268,4,8,008-Dikhel Khelel,5m 12sec,Taraf de de & Kocani Orkestar,Band of Gypsies 2 (2011),,unknown
495,269,4,2,002-Assassin,3m 32sec,Simon Wilkinson,Royalty Free Music For Film & Documentary Vol. 6: Dark Matter (2011),,unknown
496,5394,4,2,002-Puddle,4m 16sec,MK,Blue Lightning (2014),,Jap.
514,278,4,22,022-Memoirs Shopping,0m 57sec,Jon Rose & Otomo Yoshihide,Tatakiuri (1995),,Eng.
516,279,4,6,006-Bryce,3m 48sec,The Neil CowleKy Trio,Touch and Flee (2014),,unknown
519,281,4,13,013-When Granddpa Comes,2m 33sec,Slender,The Singles Ward (2002),,Eng.
523,741,4,3,003-Ruralia Hungarica - Molto Vivace,2m 9sec,Erno Dohnanyi,Kreisler: 1928 Victor Recordings: Favourite Short Pieces (unknown),,Eng.
527,5607,4,9,009-I Don't Have You (Trans mix),4m 7sec,Bassix,"The Best of Rave, Vol. II (1994)",,Eng.
541,8214,4,13,013-The Circle Dance,0m 6sec,Joseph Alddenzee,North European Folk Music (unknown),,Eng.
546,290,4,12,012-Margarita Gauthier (feat. Raul Raul,2m 28sec,Miguel Calo,Las Estrellas: 1941-1944 (unknown),,Spa.
564,4193,4,7,007-Faded,4m 6sec,Suzanne de Bussac,The Valley of Baca (unknown),,Eng.
565,300,4,82,082-Audience (intro),0m 29sec,Rick Cassman & Vyv Hope-Scott,TV Titbits: Game Shows (unknown),,Eng.
566,301,4,37,037-Parallel Universe (b),1m 2sec,Simon May & Simon Lockyer & John Brant,"Edit Suite Companion, Vol. II (unknown)",,Eng.
567,253,4,19,019-Complainte de Pablo Neruda,4m 10sec,Jean Ferrat,Best Of 3CD (2009),,Fre.
569,3154,4,1,001-A Day at the People Factory,3m 59sec,Doug The Eagle,A Day at the People Factory (2005),,Ger.
572,303,4,1,001-See You Again,5m 7sec,Alfeee,"doubt, (1989)",,Jap.
579,305,4,57,057-Round the Bend 8 (sting),0m 4sec,Christian Marsac,"Indie, Positive Pop/Rock (2008)",,Eng.
586,309,4,2,002-Survived Yesterday,2m 56sec,Hellride, and Then the Earth Moved  (2002),,Eng.
587,310,4,6,006-Start of My Heart,4m 33sec,Joan as Police Woman,To Survive (2008),,Eng.
591,7641,4,5,005-Silver Star of Bologna,4m 5sec,Penguin Cafe Orchestra,skar und Leni (1999),,Eng.
595,7819,4,7,007-Solar Girl,4m 31sec,Elk City,Status (2000),,Eng.
596,4882,4,14,014-Give Me Oil in My Lamp,1m 6sec,Donald Baker Family,Children's Songs: Bible Study Guide for All Ages (1991),,Eng.
599,316,4,8,008-Stella Was  a Diver and She Was Always Down,unknown,Interpol,"2001-08-12: La Route du Rock Festival, Saint-Malo, France (unknown)",,Eng.
600,9258,4,4,004-brother mustang(LIVE),3m 6sec,the god and death stars,mary bird milk (2014),,Jap.
601,3144,4,10,010-Come Thou Fount,3m 46sec,David Crowder Band,Passion: Our Love Is Loud (2002),,Eng.
603,317,4,B4,0B4-Lucille,3m 5sec,Brian Protheroe,I/You (1976),,Enng.
606,319,4,12,012MistyMountains2,1m 4sec,Bryan E. Miller,Film Series: Epic and Heroic (unknown),,Eng.
610,321,4,18,018-Ojos negros (polca),2m 59sec,Gladys Moreno,Embajadora de la cancion (1993),,Spa.
612,322,4,15,015-Nalada s orientalnimi motivy,2m 8sec,Strasliva podivana,Carovne bylinky (205),,Cze.
614,4661,4,2,002-13. Guds syn pa livet,15m 47sec,Watch Tower Bible and Tract Society of Pennsylvania,Hva er det Bibelen egentlig lrer? (unknown),,Nor.
623,328,4,20,020-Mama kilio ee,3m 53sec,Mwenda Jean Bosco,Songs With Guitar (Shaba / Zaire) (1997),,Swa.
630,334,4,15,015-Boogie Oogie Oogie,4m 5sec,A Taste of Honey,'70s Preservation Society Presents: Disco Fever (1991),,Eng.
631,335,4,7,007-For Us or Against Us,5m 34sec,Dying Fetus,Destroy the Opposition (2000),,Eng.
632,5725,4,3,003-Croatian Polka Magic,2m 45sec,Polka Quads,"Here Come the Polka Heroes, Vol. II (1999)",,Eng
633,336,4,16,"Prelude, op. 16 no. 4",0m 51sec,Alexander Scriabine,Scriabine and the Scriabinians (unknown),,Eng.
644,341,4,6,006-Inside the Outside,3m 22sec,The Amboy Dukes,Migration (1991),,Eng.
645,342,4,10,010-World Taste Sweet (Stuck in the Middle),4m 58sec,Maxmillion Dunbar,House of Woo (2013),,Eng.
653,347,4,1,001-The Fallout,4m 49sec,Frequency Construct,Deviant Behavior (2004),,Eng.
655,4613,4,1,001Krahenkonigin: I,5m 43sec,Nucleus Torn,Travellers (2010),,Eng.
656,349,4,5,005-The Warmth in Her Torment,6m 11sec,Eternal Suffering,Remain Forever in Misery (1997),,Eng.
660,352,4,40,040-Chem 2: No Volume,1m 0sec,Joridan & Jopn,Audio Osmosis (unknown),,Eng.
663,353,4,17,017-Inventaire,3m 39sec,Alex Beaupain,Les Chansons d'amour (2008),,Fre.
665,355,4,9,009-Paltrow and the Cubs,unknown,Guster,"2003-10-20: Urbana, IL, USA (unknown)",,unknown
669,356,4,4,003-Two Turns to One,unknown,Ziggy Was,Two Turns to One (1995),,Eng.
680,362,4,4,004-Go My Road,3m 13sec,Kings Cross Hot Club,Kings Cross Hot Club (2005),,Eng.
683,3279,4,5,005,6m 43sec,, (2001),,unknown
686,365,4,1,001-En mi barrio,unknown,Yaco,Welcome to Paradise (unknown),,Spa.
690,8535,4,1,001-Pagride,4m 28sec,Satellites LV,Pagride (2012),,La.t
691,368,4,10,010-I'll Never Get Over You,4m 37sec,John Hiatt,Master Series (unknown),,Eng.
697,373,4,12,012-Bla Bla Bla,3m 34sec,Gigi DAgostino,As Melhores da Decada (Mixed by Celso Portioli) (unknown),,Eng.
699,4102,4,6,Omega-006,3m 35sec,Riotgod,Riotgod (2009),,Eng.
700,375,4,A3,0A3-Pool of Piranhas,4m 16sec,Hammers Rule,Show No Mercy (1984),,Eng.
701,376,4,6,006-The Tramp on the the,3m 29sec,Joan Baez,David's Album (unknown),,Egn.
707,2439,4,6,006-Entao toma,2m 46sec,Egmicida,Emicidio (2010),,Por.
717,3290,4,12,012-Farewell( To Setting Flowers),unknown,Electric Litany,Enduring Days You Will Overcome (2014),, Eng.
719,384,4,308,308-Rhythm Trekker,0m 29sec,Dezrok,Promos 4: Dance Beatz (unknown),,Eng.
724,8903,4,8,008-Rejoice,3m 31sec,U2,"1981-12-21: Lyceum Ballroom, London, UK (unknown)",,Eng.
726,389,4,2,002-Romance Of Falling,4m 43sec,Giant Sand,Ramp (2011),,Eang.
727,8780,4,1,001-Moonfloor,unknown,Gale Grand Central,The 1944 Samaritan Manual (2006),,Eng.
728,7010,4,5,005-I'll Be There,3m 32sec,Blessid Union of Souls,ClosetotheEdge(2008),,Eng.
736,4892,4,12,012-Te Story of Jazz,3m 30sec,Yo La Tengo,New Wave Hot Dogs (1987),,Eng.
747,877,4,12,012-Winter Pages: Still Life,2m 41sec,Ned Rorem,"Winter Pages, Bright Music (Bridgehampto Chamber Music Festival) (1992)",,Eng.
751,401,4,1,001-Watt Bird,unknown,Moonbootica,Watt Bird / Break of Light (2006),,Eng.
752,1186,4,8,008-Papering the Cracks,4m 56sec,Tokyo Blade,Burning Down Paradise (1995),,Eng.
756,403,4,3,003-The Right Bullets,2m 58sec,Tom Waits,Black Rider Outtakes (unknown),,Eng.
761,2432,4,1,The Anthem Medley (club mix),7m 4sec,Sonia,Hopelessly Devoted to You (1994),,Eng.
768,1946,4,6,006-Spam,4m 35sec,Sudden Death,Die Laughing (2005),,Eng.
771,2644,4,25,025-53rd State (live 1986),4m 1sec,Contempt,The Hunter Becomes the Hunted (1986),,Eng.
773,6272,4,1,001-The Winner Takes It All,4m 54sec,ABBA,"Greatest Hits of the Millennium: 80's, Vol. I (1999)",,Eng.
777,415,4,10,"-journey o 1,000 Yeasrs",4m 52sec,KISS,Psycho Circus (unknown),,Eng.
779,3291,4,5,"005-Boom Boom (12"" remix instrumental)",5m 59sec,Paul Lekakis,Boom Boom (remix '92) (unknown),,Eng.
781,417,4,9,009-Wake Up,3m 28sec,Hooverphoonic,No More Sweet Music (2005),,Eng.
782,7671,4,B5,0B5-Do the Evolution (Live),3m 42sec,Pearl ZJam,Pearl Jam Twenty (2011),,Eng.
783,1191,4,3,003-Tape Speeds,4m 6sec,Beppu,Output (2009),,Eng.
786,419,4,14,014-Sugar Sugar,3m 47sec,Laurel Aitken,"Rolling Stone: Rare Trax, Volume 5: in Summer the City (1998)",,Eng.
795,7303,4,3,003-Vukovi Tame,2m 21sec,1389,Sjecanja Na Prosle Zime (2010),,unknown
799,1438,4,14,014-Labeled,2m 54sec,Sworn Eneemy,JagerMusic: Rarities 2004,2004,Eng.
807,430,4,22,022-Bonnie and Clyde,4m 11sec,Brigitte Bardot,La Madrague (1991),,Fre.
809,432,4,2,002-Ezumdda,3m 14sec,Headache,War I - Destructors of the Mind (2008),,Eng.
812,434,4,8,008-Oil and Water,2m 48sec,The American Dollar,Live in Brooklyn (2010),,Eng.
822,225,4,10,010-Time for Pepper,1m 38sec,Black Sun Productions,The Impossibility of Silence (2006),,Eng.
823,4205,4,3,003-Brothers of the 4x4,3m 58sec,Han k3,Brothers of the 4X4 (2013),,Eng.
832,1233,4,15,015-Sacrificium: Offerte Domino,1m 36sec,[religious music],Spiritus Les chants de l'ame (unknown),,unknown
840,248,4,18,018-Ho Do You Sleep,4m 56sec,The Stone Roses,Totally Stoned (1998),,Eng.
841,446,4,4,004-Fa Cho Ec Le Spot,10m 55sec,Muzik 4 Machines,Music for Machines by Machines ((2010),,Eng.
849,6930,4,8,008-The Man You Love,3m 56sec,Il Divo,Il Divo (2005),,unknown
863,459,4,15,015-Ze do Caroco,unknown,Grupo Revelacao,Ao Vivo Na Palma Da Mao (2004),,Por.
865,460,4,5,005-Il peut pleuvoir,1m 44sec,Jacques Brel,C'est comme ca (2008),,Fre.
869,463,4,13,013-Paukstis,unknown,Skyle,1 + 1 = 1 (1995),,Lit.
871,5210,4,38,038-The Church Is One Foundation,1m 19sec,Alasdair Trotter,Caledonia Cathedral: Hymns for the Bagpipe (unknown),,Eng.
876,466,4,15,015-Lill,unknown,Lauri Nebel,Luguauk (2003),,Est.
882,8384,4,7,007-Deeper Blue,3m 46sec,The Wakefields,Falling Down Blue (unknown),,Eng.
884,469,4,14,014-Die Blouberge,4m 8sec,Randall Wicomb,Uiteindelik (unknown),,Afr.
892,3052,4,18,"018-Love Is in the Air, and Is Floating Away",4m 7sec,Dead Red Sea,Sound Spirit Fury  Fire: Sampler No. 3 (2001),,Eng.
902,476,4,13,013-One Way,2m 20sec,Larry Norman,In Another Land (25th Anniversary Edition) (1999),,Eng.
903,477,4,25,025-Like Miles,0m 33sec,Frans van Steijn,Emotional TV Themes (unknown),,Eng.
907,4131,4,15,015-Where Is the Conscience of the World,4m 8sec,J.C. Mark,Adventures in Music 3: Pop/Rock Sampler (1990),unknown,Eng.
914,484,4,12,012-Es stieg ein Engel vom Olymp,2m 58sec,Costa Cordalis,Das groe deutsche Schlager - Archiv (unknown),,Ger.
920,1316,4,2,002-A Tale of Slaughtering,3m 11sec,Milking the Goatmachine,Back,,ENG.
931,9822,4,6,006-Sometimes,4m 8sec,Soumia,Still in Love (2005),,Fre.
945,887,4,4,004-Lo qQue sangra (La cupula) (version remix),6m 8sec,Soda Stereo,Languis (1990),,Spa.
952,505,4,13,013-Fight 2,1m 13sec,,Final Fantasy IV: Original Sound Version (2004),,Eng.
956,4022,4,9,009-Keep Giving Me Love (radio edit),4m 24sec,D-Train,MIusic (1992),,Eng.
958,8130,4,5,005-Cuestion de madera,5m 5sec,Bacilos,Bacilos (unknown),,Spa.
969,514,4,1,001-Miaad Gaah,5m 14sec,Reza Yazdani,25:00 PM (2010),,Per.
979,4295,4,3,003-The Glass Forest,2m 34sec,Michael Jones,Seasons (ulnknown),,Eng.
986,522,4,1,001-Back Of fRingcraft,3m 56sec,Johnny Osbourne meets Roots Radics,Johnny Osbourne Meets the Roots Radics - 1980-1981 Vintage (unknown),,Eng.
993,3132,4,13,013-Tecumseh Valley,4m 28sec,Steve Earle,Train a Comin (1995),,Eng.
994,7491,4,2,002-For Home and Country,0m 52sec,,FRONT MISSION 5 Scars of the War OST (2006),,Eng.
998,528,4,10,010-She's Got a Way,4m 8sec,Yale University Alley Cats,Est. 1943 (unknown),,Eng.
1005,532,4,14,014-Adios Adios,2m 3sec,The BlDue Chips,From the Beginning (unknon),,Eng.
1009,536,4,5,005-Bagatelles for Piano: V,3m 40sec, ,Piano Works (feat. piano: Jean-Pierre Armengaud) (1999),n ull,unknown
1014,284,4,8,008-Piano Quintet in C minor: I. Andante (Prazak Quartet feat. piano: Jaromir Klepac),5m 11sec,  ,String Quartet No. 2 / Cello Sonata / Piano Quintet (Prazak Quartet feat. piano: Jaromir Klepac) (1999),,Eng.
1020,541,4,3,"2007-05-17: A State of Trance #300, ""Part 3: Menno de Jong"": Pettelaarse Schans, Hertogenbosch, The Netherlands",unknown,Armin van Buuren,"2007-05-17: A State of Trance #300: Pettelaarse Schans, Hertogenbosch, The Netherlands (Ounknown)",,Eng.
1021,1538,4,2,(Radio,5m 13sec,Mooryc,All Those Moments (2012),,Eng.
1023,543,4,7,"007-Felona & Serona (Part A, B, C, D)",15m 33sec,Le Orme,Progfest '97 (1997),,unknown
1053,558,4,2,002-Login (Self Destruct),1m 55sec,Manifesto,Once Upon a Time in the Land of Cyberspace (2005),,Eng.
1056,559,4,2,002-Devenir folle,3m 12sec,Erik Arnaud,Comment je vis (2002),,Fre.
1059,8985,4,10,"010-Zum Abendsegen ""Herr, sei gnadig unserm Flehn""",2m 12sec,Felix Mendelssohn,"Mtoets  Op.  23, 69 & 7& / Psaumé 100 / M issa bre ve (RIAS-Kamme-chor f. conductor: Marcus Creed) (2000)",,Ger.
1063,562,4,12,012-Used to Love Her,3m 13sec,Guns N Roses,Greatest Hits (unknown),,Eng.
1067,4273,4,12,012-Lamento per la morte di Pasolini (b),1m 5sec,Giovanna Marini,Correvano coi carri (unknown),,Ita.
1072,568,4,254,254-Firnen 4,6m 23sec,"Paolini, Christopher",Eragon: Das Erbe der Macht (2011),,Ger.
1081,572,4,10,010-Retki meren rantaan,3m 25sec,Edu Kettunen,Grand Prix (2002),,Fin.
1083,573,4,1,001-Doble opuesto,4m 48sec,La Ley,Doble opuesto (1991),,Sap.
1088,576,4,7,007-Josephine,3m 57sec,Chris Rea,Le Meilleur de la musique 2 u(nknown),,Eng.
1096,8763,4,20,020-Casimir,2m 1sec,Bourvil,Du rire aux larmes (1990),,Fre.
1098,4873,4,9,009-El Amor De Mi Boho,3m 16sec,OmGara Portuondo,Buena Vista Social Club 5 (unknown),,Spa.
1104,583,4,81,081-Country RadUio (full mix),2m 26sec,Antony Cooper & Peter Jaksic,IDentity 2 (unknown),,Eng.
1107,9598,4,10,010-Don Juan op. 20,17m 42sec,Richard Strauss,Also sprach Zarathustra / Don Juan / Till Eulenspiegel (1958),,er.
1110,587,4,21,21z-,0m 43sec,, 3 () (1999),,Jap.
1113,589,4,2,002-  ,unknown,Schizo,Fight Against the World (2006),,unknown
1121,8352,4,15,015-Weekend,unknown,Earth and Fire,NighttoRememberTheEightiesEdition(unknown),,Eng.
1124,7610,4,3,003-Pride (In the Name of Love),3m 38sec,Friction Bailey,The Ultimate Tribute to U2 (2005),,En.g
1131,596,4,6,006-Transitional Bird (Clever Girl),4m 26sec,Candy Claws,Ceres & Calypso in the Deep Time (unknown),,Eng.
1135,600,4,13,013-Any Other Way,4m 4sec,The Smithereens,Live in Concert - Greatest Hits and More! (2008),,Eng.
1137,601,4,3,003-Public Enemy #1,4m 21sec,Motley Crue,Too Fast for Love (2008),,Eng.
1140,5300,4,8,008-Innervisions,4m 45sec,DJ Cam,Substances (1996),,Eng.
1149,606,4,5,"005-Pisma o ribaru Marinu, Mari i moru",2m 14sec,KUD Idijoti,Glupost je neunistiva (1992),,Cro.
1151,6004,4,1,001-Subdivisions,5m 34sec,Rush,Signals (1990),,Eng.
1156,149,4,3,003-September in the Rain,2m 50sec,The Ralph Sharon Trio,The Ralph Sharon Trio Plays the Harry Warren Songbook (unknown),,Eng.
1167,616,4,8,008-Russia's on Fire,5m 49sec,Stormwitch,Live in Budapest (2007),,Eng.
1171,618,4,11,Mikron's Ray,0m 16sec,[no artist],Sounds From a Fantasy Space Mission (unknown),,Eng.
