source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,clusters_inferred_label
usapartsdirect_14860009,harddrivesdirect_2291940,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.25,4.0,
usapartsdirect_3264285,sillworks_999097,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,
usapartsdirect_8718036,sillworks_9195941,usapartsdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.3333333333333333,3.0,
usapartsdirect_4060973,sillworks_7603786,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
harddrivesdirect_3646181,tweakers_5630901,harddrivesdirect_tweakers,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.5,2.0,
usapartsdirect_15527756,sillworks_6775751,usapartsdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.1,10.0,
usapartsdirect_6169516,sillworks_15638477,usapartsdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.2,5.0,
harddrivesdirect_12512068,sillworks_7765419,harddrivesdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_12993687,sillworks_2256639,usapartsdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.25,4.0,
usapartsdirect_15046851,harddrivesdirect_3438583,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.3333333333333333,3.0,
harddrivesdirect_5595771,sillworks_6838610,harddrivesdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.25,4.0,
usapartsdirect_15440281,harddrivesdirect_480469,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
usapartsdirect_7069002,harddrivesdirect_8635782,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.2,5.0,
harddrivesdirect_15770785,sillworks_4923983,harddrivesdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.3333333333333333,3.0,
usapartsdirect_10471728,tweakers_2434989,usapartsdirect_tweakers,True,False,0.4,,,,,,0.0,0.4,"(False, False, True, False, True)",1.0,0.0,
usapartsdirect_5370115,tweakers_9840988,usapartsdirect_tweakers,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_17025526,harddrivesdirect_16161749,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.07692307692307693,13.0,
harddrivesdirect_10916433,sillworks_10030457,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.16666666666666666,6.0,
usapartsdirect_12281065,harddrivesdirect_8685427,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, True, False)",1.0,0.0,
usapartsdirect_547979,harddrivesdirect_15770785,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
harddrivesdirect_8498296,sillworks_3818181,harddrivesdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.16666666666666666,6.0,
usapartsdirect_7805644,sillworks_15591684,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.25,4.0,
usapartsdirect_2611429,tweakers_9711757,usapartsdirect_tweakers,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_2888224,tweakers_1750651,usapartsdirect_tweakers,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
usapartsdirect_2611429,tweakers_4350445,usapartsdirect_tweakers,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
harddrivesdirect_3929020,sillworks_13960291,harddrivesdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.1111111111111111,9.0,
sillworks_5053387,tweakers_10452722,sillworks_tweakers,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, True, False)",1.0,0.0,
harddrivesdirect_10118972,sillworks_11057543,harddrivesdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, True, False, True, False)",0.14285714285714285,7.0,
harddrivesdirect_2240158,tweakers_15167694,harddrivesdirect_tweakers,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
usapartsdirect_4261231,sillworks_4421551,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
usapartsdirect_13441593,harddrivesdirect_7602621,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, True, False)",1.0,0.0,
harddrivesdirect_6379397,sillworks_16107072,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.09090909090909091,11.0,
usapartsdirect_36653,sillworks_5204792,usapartsdirect_sillworks,False,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.25,4.0,
usapartsdirect_547979,sillworks_5009889,usapartsdirect_sillworks,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, False)",1.0,0.0,
harddrivesdirect_2098187,sillworks_3432768,harddrivesdirect_sillworks,False,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.1111111111111111,9.0,
usapartsdirect_8373298,sillworks_1518578,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
harddrivesdirect_3929020,sillworks_13687796,harddrivesdirect_sillworks,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
harddrivesdirect_1623293,sillworks_656385,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.16666666666666666,6.0,
usapartsdirect_8665941,sillworks_14972325,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
usapartsdirect_7859129,harddrivesdirect_10758977,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.2,5.0,
harddrivesdirect_7331335,sillworks_7913680,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.25,4.0,
usapartsdirect_14369899,harddrivesdirect_17231345,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.16666666666666666,6.0,
usapartsdirect_5899965,sillworks_10109399,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, False)",0.16666666666666666,6.0,
harddrivesdirect_121925,sillworks_2495609,harddrivesdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0,
harddrivesdirect_4270944,sillworks_11454462,harddrivesdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
harddrivesdirect_13966133,sillworks_13988071,harddrivesdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.14285714285714285,7.0,
usapartsdirect_15727970,harddrivesdirect_6292260,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.3333333333333333,3.0,
harddrivesdirect_9880469,sillworks_11064432,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.2,5.0,
usapartsdirect_3659720,harddrivesdirect_3136364,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.2,5.0,
usapartsdirect_8738579,harddrivesdirect_6289262,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, False, True)",1.0,0.0,
usapartsdirect_1585652,tweakers_7997153,usapartsdirect_tweakers,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_8333053,harddrivesdirect_10041251,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.2,5.0,
harddrivesdirect_5534554,sillworks_10699980,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.14285714285714285,7.0,
harddrivesdirect_12836902,sillworks_11199335,harddrivesdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_16734800,sillworks_61006,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_2392921,harddrivesdirect_8498296,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, False)",1.0,0.0,
usapartsdirect_13889537,sillworks_17005914,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
harddrivesdirect_12325864,tweakers_2503936,harddrivesdirect_tweakers,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.2,5.0,
usapartsdirect_547979,harddrivesdirect_13330543,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
harddrivesdirect_7111302,sillworks_11915822,harddrivesdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.14285714285714285,7.0,
harddrivesdirect_7720000,sillworks_2504111,harddrivesdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.16666666666666666,6.0,
usapartsdirect_10471728,sillworks_4120763,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,
harddrivesdirect_7582829,sillworks_9792024,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.1,10.0,
harddrivesdirect_8434190,sillworks_688771,harddrivesdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,
usapartsdirect_8255456,tweakers_16342328,usapartsdirect_tweakers,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
harddrivesdirect_593838,sillworks_7654744,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.14285714285714285,7.0,
usapartsdirect_10339862,sillworks_3572844,usapartsdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.14285714285714285,7.0,
usapartsdirect_296719,harddrivesdirect_654609,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.14285714285714285,7.0,
harddrivesdirect_2323987,tweakers_16027259,harddrivesdirect_tweakers,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
harddrivesdirect_10842271,sillworks_3735925,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.2,5.0,
usapartsdirect_14027487,harddrivesdirect_7650629,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, True)",1.0,0.0,
usapartsdirect_11868876,harddrivesdirect_7508667,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_6568225,sillworks_15719094,usapartsdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.16666666666666666,6.0,
usapartsdirect_16016821,sillworks_5775852,usapartsdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0,
harddrivesdirect_15894172,sillworks_6118935,harddrivesdirect_sillworks,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, True, True)",1.0,0.0,
usapartsdirect_1821052,harddrivesdirect_11910478,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.25,4.0,
sillworks_9422810,tweakers_9021685,sillworks_tweakers,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.3333333333333333,3.0,
harddrivesdirect_8023501,sillworks_2422401,harddrivesdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.14285714285714285,7.0,
usapartsdirect_8839597,sillworks_16415342,usapartsdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.09090909090909091,11.0,
harddrivesdirect_15729226,sillworks_14379716,harddrivesdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_5899965,tweakers_12109717,usapartsdirect_tweakers,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.16666666666666666,6.0,
usapartsdirect_12379017,harddrivesdirect_10975078,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.14285714285714285,7.0,
harddrivesdirect_8475003,sillworks_15729983,harddrivesdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_3784426,tweakers_12019765,usapartsdirect_tweakers,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_419107,harddrivesdirect_15894172,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, True, False)",1.0,0.0,
usapartsdirect_13472275,sillworks_11118445,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.14285714285714285,7.0,
usapartsdirect_3109746,harddrivesdirect_17295065,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
harddrivesdirect_13025959,sillworks_13687796,harddrivesdirect_sillworks,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, True, False)",1.0,0.0,
harddrivesdirect_13722392,sillworks_9683193,harddrivesdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.14285714285714285,7.0,
harddrivesdirect_9810086,sillworks_13765356,harddrivesdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
usapartsdirect_15684409,harddrivesdirect_9465478,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, False)",0.25,4.0,
usapartsdirect_1932462,harddrivesdirect_16161749,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.125,8.0,
harddrivesdirect_6978513,sillworks_16415342,harddrivesdirect_sillworks,True,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, False)",1.0,0.0,
usapartsdirect_11562713,harddrivesdirect_6586843,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, False)",0.25,4.0,
harddrivesdirect_12662916,sillworks_15638926,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.1111111111111111,9.0,
harddrivesdirect_10796585,sillworks_6311298,harddrivesdirect_sillworks,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, True, False)",1.0,0.0,
harddrivesdirect_16588966,sillworks_13512390,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.14285714285714285,7.0,
usapartsdirect_14021488,harddrivesdirect_5426949,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.2,5.0,
usapartsdirect_8287794,harddrivesdirect_14793451,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
usapartsdirect_6684370,sillworks_1269789,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
usapartsdirect_17139502,sillworks_6653458,usapartsdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.14285714285714285,7.0,
usapartsdirect_9516298,sillworks_6879230,usapartsdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.16666666666666666,6.0,
usapartsdirect_10638186,sillworks_15845839,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
harddrivesdirect_9971203,sillworks_14012654,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.25,4.0,
usapartsdirect_6411283,harddrivesdirect_5941793,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.14285714285714285,7.0,
usapartsdirect_547979,sillworks_4923983,usapartsdirect_sillworks,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, True)",1.0,0.0,
usapartsdirect_12565345,sillworks_1185969,usapartsdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.1111111111111111,9.0,
usapartsdirect_9213797,sillworks_16205466,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
harddrivesdirect_16161749,sillworks_13960291,harddrivesdirect_sillworks,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, True, False)",1.0,0.0,
usapartsdirect_2369321,sillworks_14076230,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
usapartsdirect_11762115,sillworks_2459535,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
usapartsdirect_15322689,harddrivesdirect_16717227,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.25,4.0,
usapartsdirect_613089,sillworks_7910477,usapartsdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, True, False)",1.0,0.0,
usapartsdirect_7072907,sillworks_280436,usapartsdirect_sillworks,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.16666666666666666,6.0,
usapartsdirect_17501586,sillworks_5882419,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.3333333333333333,3.0,
usapartsdirect_1045449,sillworks_8758049,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.5,2.0,
harddrivesdirect_6537345,sillworks_3707834,harddrivesdirect_sillworks,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
usapartsdirect_1379332,sillworks_3362998,usapartsdirect_sillworks,False,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.25,4.0,
harddrivesdirect_16383612,sillworks_1846734,harddrivesdirect_sillworks,False,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.3333333333333333,3.0,
usapartsdirect_1769561,harddrivesdirect_7935200,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.14285714285714285,7.0,
usapartsdirect_12565345,sillworks_2517083,usapartsdirect_sillworks,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
sillworks_11400216,tweakers_14345980,sillworks_tweakers,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
harddrivesdirect_12217533,sillworks_5775852,harddrivesdirect_sillworks,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
