name,phone,address,zip,cuisine,website,id,road_name,road_dir,road_number,city
Devil Dawgs,(312) 583-9100,"767 S. State Street, Chicago",60605,American,,zomato_2_370,,,,
Cafe Bella,(773) 292-5040,"3311 W. Fullerton Avenue, Chicago",60647,"Cafe,American",,zomato_2_383,Spring,,32.0,new york
The Drinkingbird,(773) 472-9920,"2201 N. Clybourn Avenue, Chicago",60614,American,,zomato_2_402,,,,
El Nuevo Mexicano,(773) 528-2131,"2914 N. Clark Street, Chicago",60657,"Latin American,Mexican",,zomato_2_411,Carmine,,62.0,new york
Great Seas Chinese Restaurant,(773) 478-9129,"3254 W. Lawrence Avenue, Chicago",60625,"Asian,Chinese",,zomato_2_413,,,,
Allende Restaurant,(773) 477-7114,"2408 N. Lincoln Avenue, Chicago",60614,Mexican,,zomato_2_449,,,,
Bongiorno's Italian Deli & Pizzeria,(312) 755-1255,"405 N. Wabash Avenue, Chicago",60611,"Pizza,Sandwich,Deli,Italian",,zomato_2_464,,,,
Momotaro,(312) 733-4818,"820 W. Lake Street, Chicago",60607,"Japanese,Sushi",,zomato_2_465,,,,
Staropolska Restaurant,(773) 342-0779,"3030 N. Milwaukee Avenue, Chicago",60618,"Eastern European,Polish",,zomato_2_488,,,,
Little Goat Bakery,(312) 888-3455,"820 W. Randolph Street, Chicago",60607,Bakery,,zomato_2_495,,,,
Summer House Santa Monica,(773) 634-4100,"1954 N. Halsted Street, Chicago",60614,"American,California",,zomato_2_501,,,,
Sunda,(312) 644-0500,"110 W. Illinois Street, Chicago",60654,Asian,,zomato_2_506,,,,
Yolk,(312) 787-2277,"747 N. Wells Street, Chicago",60654,American,,zomato_2_508,,,,
Catch 35,(312) 346-3500,"35 W. Upper Wacker Drive, Chicago",60601,"Seafood,Steakhouse",,zomato_2_510,,,,
Havana,(312) 644-1900,"412 N. Clark Street, Chicago",60654,"Cuban,Latin American",,zomato_2_511,,,,
Tweet,(773) 728-5576,"5020 N. Sheridan Road, Chicago",60640,American,,zomato_2_523,,,,
Del Seoul,(773) 248-4227,"2568 N. Clark Street, Chicago",60614,"Asian,Fusion",,zomato_2_524,,,,
Topo Gigio Ristorante,(312) 266-9355,"1516 N. Wells Street, Chicago",60610,Italian,,zomato_2_525,,,,
Slurping Turtle,(312) 464-0466,"116 W. Hubbard Street, Chicago",60654,"Japanese,Tapas,Ramen",,zomato_2_528,,,,
The Bristol,(773) 862-5555,"2152 N. Damen Avenue, Chicago",60647,New American,,zomato_2_535,,,,
Davanti Enoteca,(312) 226-5550,"1359 W. Taylor Street, Chicago",60607,Italian,,zomato_2_538,18Th,E,35.0,new york
Sepia,(312) 441-1920,"123 N. Jefferson Street, Chicago",60661,American,,zomato_2_542,,,,
Farmhouse,(312) 280-4960,"228 W. Chicago Avenue, Chicago",60654,American,,zomato_2_547,Houston,E,145.0,new york
Gibsons Bar & Steakhouse,(312) 266-8999,"1028 N. Rush Street, Chicago",60611,Steakhouse,,zomato_2_550,,,,
Grand Lux Cafe,(312) 276-2500,"600 N. Michigan Avenue, Chicago",60611,"American,Pizza,Burger,Sandwich",,zomato_2_561,,,,
Lou Malnati's Pizzeria,(312) 828-9800,"439 N. Wells Street, Chicago",60654,Pizza,,zomato_2_562,,,,
Giordano's,(312) 951-0747,"730 N. Rush Street, Chicago",60611,"Italian,Pizza",,zomato_2_573,,,,
Zed451,(312) 266-6691,"739 N. Clark Street, Chicago",60654,"American,Steakhouse",,zomato_2_577,,,,
Piece,(773) 772-4422,"1927 W. North Avenue, Chicago",60622,"Pizza,Bar Food",,zomato_2_584,,,,
Gilt Bar,(312) 464-9544,"230 W. Kinzie Street, Chicago",60654,New American,,zomato_2_587,,,,
Yuzu Sushi and Robata Grill,(312) 666-4100,"1751 W. Chicago Avenue, Chicago",60622,Sushi,,zomato_2_588,Greenwich,,15.0,new york
Lyfe Kitchen,(312) 836-5933,"419 N. Clark Street, Chicago",60654,"American,Healthy Food",,zomato_2_589,,,,
Athenian Room,(773) 348-5155,"807 W. Webster Avenue, Chicago",60614,Greek,,zomato_2_591,,,,
Tanta,(312) 222-9700,"118 W. Grand Avenue, Chicago",60654,"Peruvian,Japanese,Fusion",,zomato_2_593,,,,
Cafe Iberico,(312) 573-1510,"739 N. La Salle Drive, Chicago",60610,"Spanish,Tapas",,zomato_2_595,,,,
Rose Angelis,(773) 296-0081,"1314 W. Wrightwood Avenue, Chicago",60614,Italian,,zomato_2_596,26Th,W,17.0,new york
Ay Ay Picante,(773) 427-4239,"4569 N. Elston Avenue, Chicago",60630,"Peruvian,Seafood,Steakhouse",,zomato_2_597,,,,
Bub City,(312) 610-4200,"435 N. Clark Street, Chicago",60654,"American,BBQ,Seafood",,zomato_2_601,,,,
The Gage,(312) 372-4243,"24 S. Michigan Avenue, Chicago",60603,American,,zomato_2_606,,,,
Tank Noodle,(773) 878-2253,"4953 N. Broadway Street, Chicago",60640,Vietnamese,,zomato_2_610,,,,
La Scarola,(312) 243-1740,"721 W. Grand Avenue, Chicago",60654,Italian,,zomato_2_612,,,,
Lillie's Q,(773) 772-5500,"1856 W. North Avenue, Chicago",60622,"BBQ,Southern",,zomato_2_614,,,,
Wildberry Pancakes & Cafe,(312) 938-9777,"130 E. Randolph Street, Chicago",60601,American,,zomato_2_617,,,,
Table Fifty-Two,(312) 573-4000,"52 W. Elm Street, Chicago",60610,"Southern,American",,zomato_2_626,,,,
Osteria La Madia,(312) 329-0400,"59 W. Grand Avenue, Chicago",60654,"Italian,Pizza",,zomato_2_627,,,,
Big Star,(773) 235-4039,"1531 N. Damen Avenue, Chicago",60622,Mexican,,zomato_2_639,7Th,,113.0,new york
Tre Kronor,(773) 267-9888,"3258 W. Foster Avenue, Chicago",60625,"Scandinavian,Swedish",,zomato_2_644,Park,,333.0,new york
Nana,(312) 929-2486,"3267 S. Halsted Street, Chicago",60608,"American,Latin American",,zomato_2_653,,,,
BellyQ,(312) 563-1010,"1400 W. Randolph Street, Chicago",60607,Asian,,zomato_2_654,,,,
Trattoria No. 10,(312) 984-1718,"10 N. Dearborn Street, Chicago",60602,"Italian,Bar Food",,zomato_2_663,10Th,E,214.0,new york
Sun Wah Bar-B-Q Restaurant,(773) 769-1254,"5039 N. Broadway Street, Chicago",60640,"BBQ,Chinese",,zomato_2_671,,,,
The Publican,(312) 733-9555,"837 W. Fulton Market, Chicago",60607,American,,zomato_2_673,1St,,103.0,new york
Handlebar,(773) 384-9546,"2311 W. North Avenue, Chicago",60647,"American,Bar Food",,zomato_2_676,,,,
Over Easy Cafe,(773) 506-2605,"4943 N. Damen Avenue, Chicago",60625,American,,zomato_2_688,,,,
Petterino's,(312) 422-0150,"150 N. Dearborn Street, Chicago",60601,"Seafood,Italian,Steakhouse",,zomato_2_691,,,,
Longman & Eagle,(773) 276-7110,"2657 N. Kedzie Avenue, Chicago",60647,New American,,zomato_2_695,Eldridge,,231.0,new york
Parson's Chicken & Fish,(773) 384-3333,"2952 W. Armitage Avenue, Chicago",60647,"Seafood,Sandwich,American",,zomato_2_702,,,,
Yolk,(312) 789-9655,"1120 S. Michigan Avenue, Chicago",60605,American,,zomato_2_706,,,,
Honey Butter Fried Chicken,(773) 478-4000,"3361 N. Elston Avenue, Chicago",60618,American,,zomato_2_707,,,,
Bistrot Zinc,(312) 337-1131,"1131 N. State Street, Chicago",60610,"European,French",,zomato_2_708,,,,
Hash House a Go Go,(312) 202-0994,"1212 N. State Street, Chicago",60610,American,,zomato_2_712,Mulberry,,235.0,new york
Bridge House Tavern On The River,(312) 644-0283,"32 N. Clark Street, Chicago",60654,"New American,American",,zomato_2_714,,,,
Nookies,(312) 337-2454,"1746 N. Wells Street, Chicago",60614,American,,zomato_2_719,,,,
Cafe Selmarie,(773) 989-5595,"4729 N. Lincoln Avenue, Chicago",60625,American,,zomato_2_721,,,,
BopNgrill,(773) 654-3224,"6604 N. Sheridan Road, Chicago",60626,"Burger,Korean",,zomato_2_723,,,,
Kuma's Too,(773) 472-2666,"666 W. Diversey Parkway, Chicago",60614,"Burger,American",,zomato_2_727,,,,
Miss Ricky's - Virgin Hotel,(312) 940-4777,"Virgin Hotel, 203 N. Wabash Avenue, Chicago",60601,"American,Diner",,zomato_2_731,,,,
Beatrix,(312) 284-1377,"519 N. Clark Street, Chicago",60654,American,,zomato_2_732,7Th,E,93.0,new york
Oiistar,(773) 360-8791,"1385 N. Milwaukee Avenue, Chicago",60622,"Asian,Ramen",,zomato_2_734,,,,
Ramen-san,(312) 377-9950,"59 W. Hubbard Street, Chicago",60654,"Japanese,Ramen",,zomato_2_736,,,,
Bandera,(312) 644-3524,"535 N. Michigan Avenue, Chicago",60611,"American,Southwestern,BBQ",,zomato_2_739,,,,
Bavette's Bar and Boeuf,(312) 624-8154,"218 W. Kinzie Street, Chicago",60654,"Seafood,Steakhouse",,zomato_2_741,,,,
Luxbar,(312) 642-3400,"18 E. Bellevue Street, Chicago",60611,"American,Burger",,zomato_2_745,,,,
GT Fish & Oyster,(312) 929-3501,"531 N. Wells Street, Chicago",60654,"American,Seafood",,zomato_2_750,,,,
Mana Food Bar,(773) 342-1742,"1742 W. Division Street, Chicago",60622,Vegetarian,,zomato_2_751,,,,
Grange Hall Burger Bar,(312) 491-0844,"844 W. Randolph Street, Chicago",60607,"Burger,Desserts",,zomato_2_752,,,,
Big & Little's,(773) 857-6677,"1034 W. Belmont Avenue, Chicago",60657,"Sandwich,Burger,Taco,Mexican",,zomato_2_757,,,,
Tuscany,(312) 829-1990,"1014 W. Taylor Street, Chicago",60607,"Italian,Pizza",,zomato_2_758,,,,
MingHin Cuisine,(312) 808-1999,"2168 S. Archer Avenue, Chicago",60616,"Chinese,Dim Sum,Seafood",,zomato_2_763,,,,
Perennial Virant - Hotel Lincoln,(312) 981-7070,"Lincoln Hotel, 1800 N. Lincoln Avenue, Chicago",60614,New American,,zomato_2_769,,,,
Kuma's Corner,(773) 604-8769,"2900 W. Belmont Avenue, Chicago",60618,"Burger,American",,zomato_2_772,,,,
Roka Akor,(312) 477-7652,"456 N. Clark Street, Chicago",60654,"Japanese,Steakhouse,Sushi",,zomato_2_777,Rivington,,40.0,new york
Avec,(312) 377-2002,"615 W. Randolph Street, Chicago",60661,Mediterranean,,zomato_2_783,,,,
Café Con Leche,(773) 289-4274,"2714 N. Milwaukee Avenue, Chicago",60647,Latin American,,zomato_2_789,,,,
Gyu-Kaku Japanese BBQ,(312) 266-8929,"210 E. Ohio Street, Chicago",60611,"Asian,BBQ,Japanese",,zomato_2_790,Macdougal,,119.0,new york
"Joe's Seafood, Prime Steak & Stone Crab",(312) 379-5637,"60 E. Grand Avenue, Chicago",60611,"Steakhouse,Seafood",,zomato_2_795,Christopher,,118.0,new york
Balena,(312) 867-3888,"1633 N. Halsted Street, Chicago",60614,Italian,,zomato_2_801,,,,
Small Cheval,(312) 929-4580,"1732 N. Milwaukee Avenue, Chicago",60622,Burger,,zomato_2_802,,,,
Pizza Rustica,(773) 404-8955,"3908 N. Sheridan Road, Chicago",60613,"Italian,Pizza",,zomato_2_815,,,,
The Bongo Room,(773) 489-0690,"1470 N. Milwaukee Avenue, Chicago",60622,American,,zomato_2_817,,,,
Kaiser Tiger,(312) 243-3100,"1415 W. Randolph Street, Chicago",60607,American,,zomato_2_821,,,,
Hub 51,(312) 828-0051,"51 W. Hubbard Street, Chicago",60654,"International,New American",,zomato_2_839,42Nd,E,120.0,new york
Three Dots and a Dash,(312) 610-4200,"435 N. Clark Street, Chicago",60654,"Pacific,Bar Food",,zomato_2_840,Canal,,89.0,new york
Honky Tonk Barbeque,(312) 226-7427,"1800 S. Racine Avenue, Chicago",60608,"American,BBQ",,zomato_2_841,,,,
North Pond,(773) 477-5845,"2610 N. Cannon Drive, Chicago",60614,American,,zomato_2_843,,,,
Flo,(312) 243-0477,"1434 W. Chicago Avenue, Chicago",60622,"American,Mexican",,zomato_2_847,,,,
Buona Terra,(773) 289-3800,"2535 N. California Avenue, Chicago",60647,Italian,,zomato_2_852,,,,
Ramen Takeya,(312) 666-7710,"819 W. Fulton Market, Chicago",60607,"Ramen,Japanese",,zomato_2_857,,,,
Dimo's Pizza,(773) 525-4580,"3463 N. Clark Street, Chicago",60657,"Italian,Pizza",,zomato_2_860,Broome,,250.0,new york
Gale Street Inn,(773) 725-1300,4914 N. Milwaukee Avenue,60630,"American,BBQ,Steakhouse",,zomato_2_864,,,,
La Creperie,(773) 528-9050,"2845 N. Clark Street, Chicago",60657,French,,zomato_2_876,,,,
The Chicago Diner,(773) 252-3211,"2333 N. Milwaukee Avenue, Chicago",60647,American,,zomato_2_879,,,,
Half Shell,(773) 549-1773,"676 W. Diversey Parkway, Inside Basement, Chicago",60614,Seafood,,zomato_2_886,,,,
Alinea,(312) 867-0110,"1723 N. Halsted Street, Chicago",60614,New American,,zomato_2_895,,,,
Fish Bar,(773) 687-8177,"2956 N. Sheffield Avenue, Chicago",60657,Seafood,,zomato_2_904,,,,
Le Bouchon,(773) 862-6600,"1958 N. Damen Avenue, Chicago",60647,"French,Seafood",,zomato_2_907,,,,
Moxee Restaurant & Mad Mouse Brewery,(312) 243-3660,"724 W. Maxwell Street, Chicago",60607,"American,BBQ",,zomato_2_913,,,,
Topolobampo,(312) 661-1434,"445 N. Clark Street, Chicago",60610,Mexican,,zomato_2_917,,,,
Twisted Spoke,(312) 666-1500,"501 N. Ogden Avenue, Chicago",60622,"American,Burger,Sandwich",,zomato_2_919,,,,
Nookies Too,(773) 327-1400,"2112 N. Halsted Street, Chicago",60614,American,,zomato_2_926,,,,
Gio's Cafe & Deli,(312) 225-6368,"2724 S. Lowe Avenue, Chicago",60616,"Italian,Sandwich,Seafood",,zomato_2_929,Sullivan,,149.0,new york
Toast,(773) 772-5600,"2046 N. Damen Avenue, Chicago",60647,American,,zomato_2_932,,,,
Pearl's Southern Comfort,(773) 754-7419,"5352 N. Broadway Street, Chicago",60640,"Southern,BBQ",,zomato_2_936,,,,
Blackbird,(312) 715-0708,"619 W. Randolph Street, Chicago",60661,American,,zomato_2_939,Sullivan,,235.0,new york
Greek Islands,(312) 782-9855,"200 S. Halsted Street, Chicago",60661,"Greek,Mediterranean",,zomato_2_950,,,,
The Silver Palm,(312) 666-9322,"768 N. Milwaukee Avenue, Chicago",60622,"American,Sandwich,Burger",,zomato_2_951,,,,
Sabatino's Restaurant and Lounge,(773) 283-8331,"4441 W. Irving Park Road, Chicago",60641,Italian,,zomato_2_1002,,,,
RPM Italian,(312) 222-1888,"52 W. Illinois Street, Chicago",60654,Italian,,zomato_2_1005,Broome,,249.0,new york
Mity Nice Grill,(312) 335-4745,"Water Tower Place, 835 N. Michigan Avenue, Level M",60611,American,,zomato_2_1018,,,,
Kingsbury Street Cafe,(312) 280-1718,"1523 N. Kingsbury Street, Chicago",60642,"American,Cafe",,zomato_2_1020,,,,
Stella's Diner,(773) 472-9040,"3042 N. Broadway Street, Chicago",60657,American,,zomato_2_1025,Valley,,4625.0,los angeles
Mercat a la Planxa,(312) 765-0524,"Renaissance Blackstone Chicago Hotel, 638 S. Michigan Avenue",60605,"Spanish,Tapas",,zomato_2_1028,,,,
Volare,(312) 410-9900,"201 E. Grand Avenue, Chicago",60611,Italian,,zomato_2_1039,Olympic,W,3132.0,los angeles
Cheesie's Pub & Grub,(773) 388-1574,"958 W. Belmont Avenue, Chicago",60657,Sandwich,,zomato_2_1055,Hill,S,448.0,los angeles
Flub A Dub Chubs,(773) 857-6500,"3021 N. Broadway Street, Chicago",60657,"American,Burger",,zomato_2_1056,Centinela,S,3760.0,los angeles
Habana Libre,(312) 243-3303,"1440 W. Chicago Avenue, Chicago",60622,"Cuban,Sandwich,Seafood",,zomato_2_1059,Western,S,6512.0,los angeles
The Southern,(773) 342-1840,"1840 W. North Avenue, Chicago",60622,"Southern,American",,zomato_2_1063,,,,
Pasta Bowl,(773) 525-2695,"2434 N. Clark Street, Chicago",60614,Italian,,zomato_2_1067,,,,
Tango Sur,(773) 477-5466,"3763 N. Southport Avenue, Chicago",60613,"Latin American,Steakhouse",,zomato_2_1072,Melrose,,5210.0,los angeles
Tapas Valencia,(312) 842-4444,"1530 S. State Street, Chicago",60605,"Spanish,Tapas",,zomato_2_1076,Melrose,,6919.0,los angeles
Wildfire,(312) 787-9000,"159 W. Erie Street, Chicago",60654,"American,Steakhouse,Seafood",,zomato_2_1083,Union,S,2314.0,los angeles
The Dawson,(312) 243-8955,"730 W. Grand Avenue, Chicago",60654,New American,,zomato_2_1100,Highland,N,2011.0,los angeles
Dimo's Pizza,(773) 525-4580,1615 N. Damen Avenue,60647,"Italian,Pizza",,zomato_2_1106,Franklin,,5931.0,los angeles
Jane's,(773) 862-5263,"1655 W. Cortland Street, Chicago",60622,American,,zomato_2_1110,,,,
Le Colonial,(312) 255-0088,"937 N. Rush Street, Chicago",60611,"Vietnamese,French",,zomato_2_1116,,,,
La Sirena Clandestina,(312) 226-5300,"954 W. Fulton Market, Chicago",60607,"Latin American,Brazilian",,zomato_2_1125,Wilshire,,5115.0,los angeles
Angelina Ristorante,(773) 935-5933,"3561 N. Broadway Street, Chicago",60657,Italian,,zomato_2_1129,,,,
The Chicago Diner,(773) 935-6696,"3411 N. Halsted Street, Chicago",60657,American,,zomato_2_1139,87Th,W,6245.0,los angeles
Rockit Burger Bar,(773) 645-4400,"3700 N. Clark Street, Chicago",60613,"American,Burger",,zomato_2_1148,2Nd,E,347.0,los angeles
Ricobene's,(312) 225-5555,"252 W. 26th Street, Chicago",60616,"Italian,Pizza,American",,zomato_2_1162,,,,
Spacca Napoli,(773) 878-2420,"1769 W. Sunnyside Avenue, Chicago",60640,"Pizza,Italian",,zomato_2_1183,,,,
Fatso's Last Stand,(773) 245-3287,"2258 W. Chicago Avenue, Chicago",60622,"American,Burger",,zomato_2_1217,,,,
RoSal's,(312) 243-2357,1154 W. Taylor Street,60607,Italian,,zomato_2_1221,4Th,W,122.0,los angeles
Au Cheval,(312) 929-4580,"800 W. Randolph Street, Chicago",60607,"Burger,New American,Diner",,zomato_2_1228,,,,
Old Town Social,(312) 266-2277,"455 W. North Avenue, Chicago",60610,American,,zomato_2_1235,Hollywood Roosevelt Hotel 7000 Hollywood,,-1.0,los angeles
M. Henry,(773) 561-1600,"5707 N. Clark Street, Chicago",60660,"Cafe,Desserts",,zomato_2_1239,,,,
Wasabi,(773) 227-8180,"2115 N. Milwaukee Avenue, Chicago",60647,"Asian,Japanese,Sushi,Ramen",,zomato_2_1244,,,,
Nico Osteria - Thomson Hotels Chicago,(312) 994-7100,"Thomson Hotels Chicago, 1015 N. Rush Street",60611,"Italian,Seafood",,zomato_2_1246,,,,
Las Palmas Mexican Restaurant,(773) 289-4991,"1835 W. North Avenue, Chicago",60622,"Latin American,Mexican",,zomato_2_1254,,,,
The Bongo Room,(312) 291-0100,"1152 S. Wabash Avenue, Chicago",60605,American,,zomato_2_1261,3Rd,W,8370.0,los angeles
3rd Coast Cafe & Wine Bar,(312) 649-0730,"1260 N. Dearborn Street, Chicago",60610,American,,zomato_2_1266,,,,
Fork Chicago,(773) 751-1500,"4600 N. Lincoln Avenue, Chicago",60625,New American,,zomato_2_1277,Crenshaw,,2619.0,los angeles
Rollapalooza,(773) 281-6400,"3344 N. Halsted Street, Chicago",60657,"Sushi,Japanese",,zomato_2_1282,,,,
Eduardo's Enoteca,(312) 337-4490,"1212 N. Dearborn Street, Chicago",60610,"Italian,Pizza",,zomato_2_1288,Fountain,,4366.0,los angeles
Manny's Cafeteria & Delicatessen,(312) 939-2855,"1141 S. Jefferson Street, Chicago",60607,"Sandwich,Deli",,zomato_2_1316,,,,
Feed,(773) 489-4600,2803 W. Chicago Avenue,60622,Southern,,zomato_2_1328,La Brea,N,345.0,los angeles
The Peasantry,(773) 868-4888,"2723 N. Clark Street, Chicago",60614,American,,zomato_2_1332,6Th,W,3407.0,los angeles
Pasta Palazzo,(773) 248-1400,"1966 N. Halsted Street, Chicago",60614,Italian,,zomato_2_1333,,,,
Little Goat Diner,(312) 888-3455,"820 W. Randolph Street, Chicago",60607,"New American,Bakery",,zomato_2_1339,,,,
Osaka Sushi Express,(312) 566-0118,"400 S. Michigan Avenue, Chicago",60605,"Japanese,Sushi",,zomato_2_1352,,,,
Caro Mio,(773) 275-5000,"1827 W. Wilson Avenue, Chicago",60640,Italian,,zomato_2_1376,,,,
Takito Kitchen,(773) 687-9620,"2013 W. Division Street, Chicago",60622,Mexican,,zomato_2_1379,,,,
Bar Pastoral,(773) 472-4781,"2947 N. Broadway Street, Chicago",60657,European,,zomato_2_1387,,,,
Noodles in the Pot,(773) 975-6177,"2453 N. Halsted Street, Chicago",60614,Thai,,zomato_2_1389,,,,
Nuevo Leon,(312) 421-1517,"1515 W. 18th Street, Chicago",60608,Mexican,,zomato_2_1394,,,,
Grace,(312) 234-9494,"652 W. Randolph Street, Chicago",60661,New American,,zomato_2_1423,,,,
Blue Frog's Local 22,(312) 527-1200,"22 E. Hubbard Street, Chicago",60611,"American,Burger",,zomato_2_1436,,,,
Simply It Cuisine of Vietnam,(773) 248-0884,"2269 N. Lincoln Avenue, Chicago",60614,Vietnamese,,zomato_2_1439,,,,
Uncle Julio's,(214) 520-6620,"4125 Lemmon Avenue, Dallas",75219,Tex-Mex,,zomato_2_1451,Wilshire,,3828.0,los angeles
Palomino,(214) 999-1222,"500 Crescent Court, Suite 165, Dallas",75201,"Italian,Mediterranean",,zomato_2_1454,3Rd,W,8738.0,los angeles
The Blue Fish,(214) 824-3474,"3519 Greenville Avenue, Dallas",75206,"Japanese,Seafood,Sushi",,zomato_2_1459,Broadway,N,727.0,los angeles
Twisted Root Burger Company,(214) 741-7668,"2615 Commerce Street, Dallas",75226,"Burger,American",,zomato_2_1461,Flower,S,3742.0,los angeles
Bread Winners,(214) 351-3339,"5560 W Lovers Lane, Dallas",75209,"American,Bakery",,zomato_2_1462,,,,
Cafe Izmir,(214) 826-7788,"3711 Greenville Avenue, Dallas",75206,"Mediterranean,Tapas",,zomato_2_1463,,,,
Ziziki's Restaurant,(214) 521-2233,"4514 Travis Street, Dallas",75205,"Greek,Mediterranean",,zomato_2_1464,,,,
Alligator Cafe,(214) 821-6900,"9540 Garland Road, Suite 362, Dallas",75218,"Cajun,Seafood",,zomato_2_1465,1St,E,343.0,los angeles
Original Market Diner,(214) 521-0992,"4434 Harry Hines Boulevard, Dallas",75219,"Diner,American,Desserts",,zomato_2_1466,,,,
Sushi Zushi,(214) 522-7253,"3636 McKinney Avenue, Dallas",75204,"Japanese,Sushi",,zomato_2_1468,Robertson,S,3380.0,los angeles
Mi Cocina,(469) 533-5663,"3699 McKinney Avenue, Dallas",75204,Tex-Mex,,zomato_2_1469,,,,
Lockhart Smokehouse,(214) 944-5521,"400 W Davis Street, Dallas",75208,BBQ,,zomato_2_1473,Hyperion,,2457.0,los angeles
Fadi's Mediterranean Grill,(214) 528-1800,"3001 Knox Street, Suite 110",75205,Mediterranean,,zomato_2_1474,,,,
Sambuca,(214) 744-0820,"2120 McKinney Avenue,  Dallas",75201,"American,Fusion,Seafood",,zomato_2_1476,Franklin,,5925.0,los angeles
Si Tapas,(214) 720-0324,"2207 Allen Street, Dallas",75204,"Spanish,Tapas",,zomato_2_1477,,,,
Parigi,(214) 521-0295,"3311 Oak Lawn Avenue, Dallas",75219,"New American,French,Italian",,zomato_2_1479,,,,
The Blind Butcher,(214) 887-0000,"1919 Greenville Avenue, Dallas",75206,New American,,zomato_2_1480,,,,
Chuy's,(214) 559-2489,"4544 McKinney Avenue, Dallas",75205,Tex-Mex,,zomato_2_1483,Robertson,S,2513.0,los angeles
Thai Thai,(214) 828-9795,"1731 Greenville Avenue, Dallas",75206,"Asian,Thai",,zomato_2_1484,Wilshire,,3832.0,los angeles
The French Room - The Adolphus Hotel,(214) 742-8200,"The Adolphus Hotel, 1321 Commerce Street, Dallas",75202,"American,French",,zomato_2_1486,,,,
Liberty Burger,(214) 954-7223,"5181 Keller Springs Road, Dallas",75248,"Burger,American",,zomato_2_1489,,,,
Taco Joint,(214) 826-8226,"911 N Peak Street, Dallas",75204,Tex-Mex,,zomato_2_1491,,,,
Bistro B,(214) 575-9885,"9780 Walnut Street, Suite 340, Dallas",75243,"Asian,Vietnamese,Chinese",,zomato_2_1493,,,,
Hattie's,(214) 942-7400,"418 N Bishop Avenue, Dallas",75208,"Southern,American",,zomato_2_1494,,,,
