id,cluster_id,source,number,title,length,artist,album,year,language
183,3379,1,001,Voodoo Lovers (Hurricäde),01:51,Hurricäde,Hurricäde,,
184,91,1,003,We Are the Prisoners (Anthology),01:44,Kids,Anthology,,
193,1728,1,002,Watermusic Suite: Adagio e staccato (Watermusic Suite / Music of the Royal Fireworks),02:25,George Frideric Handel,Watermusic Suite / Music of the Royal Fireworks,,
196,1764,1,001,Nattestid ser porten vid 1 (Nattestid…),05:56,Taaake,Nattestid…,,
201,6718,1,012,Ritardo mestruale (...Se non avrei fatto il cantande),03:08,Checco Zalone,...Se non avrei fatto il cantande,,
203,102,1,001,"Symphonie Nr. 10 G-dur, KV 74: I. Allegro (Frühe Symphonien)",03:05,Wolfgang Amadeus Mozart,Frühe Symphonien,,
208,104,1,010,"Rusalka, op. 114 B203: Song to the moon (Act I) (100th Anniversary Edition: Concertos, Requiem, Serenades & Slavonic Dances)",06:20,Antonín Dvořák,"100th Anniversary Edition: Concertos, Requiem, Serenades & Slavonic Dances",,
209,9275,1,018,Amanhã Vazio (Nosso Amor Já Era),00:00,Hugo Pena & Gabriel,Nosso Amor Já Era,,
225,116,1,010,Ultimate Angels (The Distance Between),02:27,Strange Advance,The Distance Between,,
254,7145,1,006,I Don't Want to Say Goodbye (Sing the Very Best of Wendy Craig),04:40,Fat and Frantic,Sing the Very Best of Wendy Craig,,
259,136,1,001,Λαβωματιά (Στην ηχώ του έρωτα),04:04,Νότης Μαυρουδής,Στην ηχώ του έρωτα,,
262,138,1,001,On a Clear Day (Kiki's Delivery Service)),02:16,久石譲,Kiki's Delivery Service,,
273,9383,1,010,Origines (Raï'n'b Fever 3),00:00,Mélissa M & Amine,Raï'n'b Fever 3,,
275,5309,1,007,Evil Evol (Positivity),02:48,Power of Dreams,Positivity,,
278,146,1,009,Iyole (Afrique Dynamique),06:20,Kanda Bongo Man,Afrique Dynamique,,
290,153,1,008,CC Rider (Bare Tracks),04:35,Honeyboy Hickling,Bare Tracks,,
297,5712,1,001,Nav' Nav' in Ou Wells),02:25,Drudkh,Blood in Our Wells,,
302,2293,1,003,Vengo a Dicer (Vengo a Decir),05:04,Andy,Vengo a Decir,,
304,161,1,002,ピンぼけ (渋滞ぬけみちなし),00:00,高田梢枝,渋滞ぬけみちなし,,
311,1658,1,004,If I Gave My Heart to You / Once in a While / Ebb Tide / The Lamp Is Low / Where Are You / Thinking of You (30 by Ella),11:10,Ella Fitzgerald,30 by Ella,,
314,166,1,010,In My Lifetime (My Promise to the Game in My Lifetime),04:26,Soulja Flow,My Promise to the Game in My Lifetime,,
316,168,1,002,"Diamond Head (History of Michigan Garage Bands in the 60's, Volume 1: Wheels 4: Label Story)",01:57,Lost Souls,"History of Michigan Garage Bands in the 60's, Volume 1: Wheels 4: Label Story",,
318,169,1,014,"Gorrendously Mutilated (BBestial Machinery Discography, Volume 1)",00:52,Agoraphobic Nosebleed,"Bestial Machinery Discography, Volume 1",,
322,171,1,007,Ya están aquí (Libertad / Hambre / Historia),03:06,Hablando en Plata Squad,Libertad / Hambre / Historia,,unknown
331,1034,1,019,"[silence] (Monsters, Lullabies ... and the Occasional Flying Saucer)",00:01,Phono-Comb & Jad Fair,"Monsters, Lullabies ... and the Occasional Flying Saucer",,
336,4344,1,016,Billie Jean (Dancemania BASS #6),02:25,XL Dog,Dancemania BASS #6,,
340,177,1,013,Sunflower (His Greatest Hits),02:51,Glen Campbell,His Greatest Hits,,
344,178,1,001,Ooh La La (Stay With Me: Faces Anthology),00:00,Faces,Stay With Me: Faces Anthology,,
347,180,1,001,Images (Ultimate Nina Simone),02:52,Nina Simone,Ultimate Nina Simone,,
353,184,1,004,Symphonie No. 9: IV. Allegro con fuoco (Antonín Dvořák: Symphony No. 9 / Bedřich Smetana: Die Moldau (Berliner Philharmoniker & Boston Symphony Orchestra)),11:55,Antonín Dvořák,Antonín Dvořák: Symphony No. 9 / Bedřich Smetana: Die Moldau (Berliner Philharmoniker & Boston Symphony Orchestra),,
365,191,1,013,Mökit nukkuu lumiset (Joulu),05:21,Sakari Kukko,Joulu,,
377,199,1,004,Perfect Spot (Jason Manns),03:10,Jason Manns,Jason Manns,,
382,202,1,013,There's a Drill Sergeant There (Marching Cadences of the U.S. Army Infantry),01:21,Sun Harbor's Chorus,Marching Cadences of the U.S. Army Infantry,,
383,3296,1,015,Prelude et fugue BWV 887 (Clavier bien tempéré),10:31,Johann Sebastian Bach,Clavier bien tempéré,,
392,209,1,020,Fire Trees (Voices of the World),03:37,Chris Gibbons,Voices of the World,,
393,210,1,019,"Take Away Your Rosy Lips (Gonna Rock 'n' Roll, Gonna Dance All Night)",00:00,Hardrock Gunter,"Gonna Rock 'n' Roll, Gonna Dance All Night",,
405,9706,1,008,Funkytown (Absolute Disco: Alle Tiders Største Disco Hits),04:01,"Lipps, Inc.",Absolute Disco: Alle Tiders Største Disco Hits,,
406,217,1,010,Misty Space (Ninni Morgia Control Unit),02:28,Ninni Morgia,Ninni Morgia Control Unit,,
419,5894,1,012,Päivä kerrallaan (Patentoitu),04:17,Pate Mustajärvi,Patentoitu,,
420,223,1,006,Turning (Fathom),03:21,Glass America,Fathom,,
423,3132,1,013,Tecumseh Valley (Train a Comin’),04:28,Steve Earle,Train a C omin’,,
424,4806,1,017,Gravy (Antranig remix) (Big City Beats 16),03:15,Ministers De La Funk,Big City Beats 16,,
434,230,1, 007,In the Summertime (King of the Road: The Best of Roger Miller),01:48,Roger Miller,King of the Road: The Best of Roger Miller,,
436,3567,1,005,Dime Como (Comenzare),03:44,Luis Fonsi,Comenzare,,
437,9482,1,004,Let U Go (Tocadisco Remix) (Electronic House Sensation Vol. 1),04:15,ATB,Electronic House Sensation Vol. 1,,
442,234,1,006,"End of June (Games, Cheats & Fakes)",00:00,Flash Forward,"Games, Cheats & Fakes",,
446,237,1,006,Nowhere (It All Makes Sense Now),01:39,Króm,It All Makes Sense Now,,
451,3207,1,009,Kwek kwek kwek (Alfred Jodocus Kwak),04:36,Herman van Veen,Alfred Jodocus Kwak,,
453,242,1,003,Urine Facewash (Vivalavida),05:02,Carnival in Coal,Vivalavida,,
454,243,1,002,Chinatown (Night and Day),04:04,Joe Jackson,Night and Day,,
459,245,1,007,"Everytime (Nalin & Kane mix) (Dancenet, Volume 3)",08:33,Lustrla,"Dancenet, Volume 3",,
460,246,1,003,Join the Team (XXL Jingles 1),00:00,[unknown],XXL Jingles 1,,
466,250,1,002,Do What You Love (J. Boogie's Dubtronic Science),04:17,J. Boogie's Dubtronic Science,J. Boogie's Dubtronic Science,,
467,251,1,002,St Louis Blues March (Swing Greats),03:51,Colin Busby Big Swing Band,Swing Greats,,
476,256,1,009,"Symphony No. 35B-flat major, HOB I:35: I. Allegro di molto (The Complete Symphonies (Stuttgart Chamber Orchestra feat. conductor: Dennis Russell Davies))",05:02,Joseph Haydn,The Complete Symphonies (Stuttgart Chamber Orchestra feat. conductor: Dennis Russell Davies),,
491,267,1,001,Hell on Wheels (King of the Road),04:48,Fu Manchu,King of the Road,,
492,4497,1,014,That Man (Greater Things),03:15,Greater Things,Greater Things,,
497,5238,1,009,Unto The Least Of These (Simple Songs),04:38,Steve Bell,Simple Songs,,
504,272,1,021,"Western Mood (30 second version) (Orchestral, Volume 1)",00:30,Pierre Langer & Scott P. Schreer,"Orchestral, Volume 1",,
505,273,1,001,Freeloader (Illusion Uranus Edition (disc 1)),03:57,Driftwood,Illusion Uranus Edition (disc 1),,
511,7837,1,065,Spook CD3 (Spook (disc 3)),00:54,Mary Roach,Spook (disc 3),,
512,276,1,004,Chicago Promenade (Sirens of the Ditch),03:19,Jason Isbell,Sirens of the Ditch,,
515,9808,1,011,Christmas Eve (These Are Special Times),04:16,Céline Dion,These Are Special Times,,
517,280,1,0R,Think (Disco de apoyo a Thomas Miller-El),03:55,Hechos contra el decoro,Disco de apoyo a Thomas Miller-El,,
518,8643,1,007,Corrido Villista (Ignacio Lopez Tarso Y Sus Corridos),00:00,Ignacio Lopez Tarso,Lopez Tarso Y Sus Corridos,,
520,463,1,013,Paukštis (1  + 1 = 1),00:00,Skylė,1 + 1 = 1,,
526,6289,1,020,I Was In (APrince Among Thieves),00:40,Prince Paul,A A Among Thieves,,
528,8154,1,013,Black Is the Color of My True Love's Hair (I Wonder as I Wander: Carols & Love Songs),02:06,John Jacob Niles,I Wonder as I Wander: Carols & Love Songs,,
534,286,1,004,Technicolour Dreams (Do Pilots Still Dream of Flying?),06:10,Oskar Offermann,Do Pilots Still Dream of Flying?,,
535,1055,1,005,A Song Without a Song (Please Save My Earth Image Soundtrack (US Version)),04:46,Czech Phihlharmonic Chamber OrcheCstra,Please Save My Earth Image Soundtrack (US Version),,
537,5427,1,004,Cuatro veces (Días de fuego),03:38,Odisseo,Días de fuego,,
539,288,1,006,Ravensbourn (Drifter),04:03,Gordon Giltrap,Drifter,,
550,293,1,025,Take Care (demo) (Keep an Eye on the Sky),01:36,ig Star,Keep an Eye on the Sky,,
551,3533,1,003,Dreams (Sounds of the Seventies: 1977),04:15,Fleetwood Mac,Sounds o. te Seventies: 1977,,
552,6667,1,006,Sunshine (Nikki Beach Music Witness the Unexpected),04:36,Noochie vs. Bridget,Nikki Beach Music Witness the Unexpected,,
553,294,1,002,God Only Knows (Classic Campbell),03:18,Glen Campbell,Classic Campbell,,
557,6179,1,017,Oh No (live) (The Hitmen),03:06,Hiitmen,The Hitmen,,
558,296,1,014,In Memoriam Mallorca Hitmix: Ibiza / Süßes Blut / Alter Schwede / Ratzfatz nach Mallorca (Fetenkult: StrandParty 2006),05:43,Ibo,Fetenkult: StrandParty 2006,,
560,297,1,007,Saints & Sinners (Speed of Darkness),03:31,Flogging Molly,Speed of Darkness,,
570,8657,1,005,The Israelites (Rasta Reggae),02:36,Desmond Dekker & The Aces,Rasta Reggae,,
571,302,1,13,Fall (TRON: Legacy),01:22,Daft Punk,TRON: Legacy,,
575,304,1,012,J eveux (unplugged) Z(az),03:47,Zaz,Zaz,,
576,6475,1,013,[untitled]-(Precious-Death),02:54,Precious Death,Precious Death,,
580,6826,1,001,La Bamba (Hit Connection 87),02:50,Los Lobos,Hit Connection 87,,
584,308,1,004,Blues for Charlie (Blue and Sentimental),06:48,Ike Quebec,Blue and Sentimental,,
592,313,1,006,Lindyhop (Unicorn Loves Deer),02:55,Alamo Race Track,Unicorn Loves Deer,,
611,7356,1,008,Nothing to Offer (Not Just a Dub) (GT's House: Supercharged by Groove Terminator),01:15,Robbie Rivera,GT's House: Supercharged by Groove Terminator,,
615,6114,1,005,Cross (Masses),05:17,Spring Heel Jack & The Blue Series Continuum,Masses,,
626,330,1,011,I want to change my life (Per Ardua Ad Astra),08:33,Arthur's Landing,Per Ardua Ad Astra,,
639,2232,1,011,CRAZY HONEY (GREETINGS FROM TOKYO),03:28,けちゃっぷmaania,mGREETINGS FROM TOKYO,,
642,2980,1,008,Wat had je dan (feat. Moorder E) (El Patron),00:00,Aiky,,,
648,344,1,007,Herzimaus (I hab Di so gern),02:59,Zillertaler,I hab Di so gern,,
650,345,1,008,Steppin' Out (Total 80s),04:16,Joe Jackson,Total 80s,,
657,9956,1,,Hitsujikai No Bansan (Mooko),09:14,Akira Sakata,Moko,,
668,4050,1,1,Rastaman Vibration (Independent Zimbabwe 1980-04-1),05:10,Bob Marley & The Wailers,Independent Zimbabwe 1980-04-18,,
673,359,1,004,How Long Has It Been (The Classic Years 1952-1962),02:17,Faron Young,The Classic Years 1952-1962,,
675,360,1,013,Who? (Kern) (Sounds of Wonder from Down Under),02:45,John Atwell,Sounds of Wonder from Down Under,,
678,361,1,009,Kling Klong (original mix) (Dada Life's Musical Freedom),02:47,Audionite,Dada Life's Musical Freedom,,
681,7195,1,012,Year of the Snake (EchoAes),04:41,Anggun,Echoes,,
688,5565,1,016,Just How Lucky We Are (7 Park Avenue),02:29,Pete Ham,7 Park Avenue,,
702,377,1,001,Lefekszem a hóba (Élősködés: Miskolc (2002-11-08)),03:02,Kispál és a BorUz,Élősködés: Miskolc (2002-11-08),,
704,9591,1,021,Random_Inc Meets Ultra-Red in Deir Yassin (Dayr Yasin) (Walking in Jerusalem),04:40,Random Inc,Walking in Jerusalem,,
706,1504,1,006,"Ancient Ambiance (Primeval Murmur) (Royal Festival Hall, Volume 2)",06:37,Klaus Schulze,"Royal Festival Hall, Volume 2",,
715,877,1,012,"Winter Pages: Still Life (Winter Pages, Bright Music (Bridgehampton Chamber Music Festival))",02:41,Ned Rorem,"Winter Pages, Bright Music (Bridgehampton Chamber Music Festival)",,
725,388,1,005,My Way (The Collection),03:34,Tom Jones,The Collection,,
730,207,1,010,Imperial March (Simon Preston) (Great Organ Works),05:14,Sir Edward Elgar,Great Organ Works,,
732,3707,1,008,"Fight Test (2002-10-14: Claremont, CA, USA)",06:29,Beck & The Flaming Lips,"2002-10-14: Claremont, CA, USA",,
734,8925,1,011,in Together (Wu-Block),00:00,Wu-Block,Wu-Block,,
738,4164,1,034,Historical Perspective (),00:00,Keith Mansfield,Historical Perspective,,
740,395,1,049,Save Me (full mix) (Commercial Cuts vNol 14),00:20,Radomír Šrámek & Vladimír Šimůnek,Commercial Cuts vol 14,,
742,396,1,010,They Don't Know (Memoirs of the Elephant Man),00:00,Busdriver,Memoirs of the Elephant Man,,
746,398,1,010,Everytime You Go Away (80's Gold: Love Songs),05:25,Paul Young,80's Gold: Love Songs,,
750,400,1,015,Ricky's Popsofa: JJ Cooly (Best Of),05:16,Wochenshow,Best Of,,
757,404,1,004,Pas d'action (Dornröschen / Der Zauberladen),10:23,Пётр Ильич Чайковский,Dornröschen / Der Zauberladen,,
762,407,1,005,Čist' drug svet (Lajf navadnega človeka),00:00,Flirrt,Lajf navadnega lčloveka,,
766,6837,1,007,Six Four (November),06:32,Colieda,November,,
767,410,1,005,Silent Nite (Blues Romances),05:56,Blues Company,Blues R.,,
774,3981,1,014,Torn (Girls 2k),04:00,Natalie Imbruglia,Girls 2k,,
775,413,1,019,The Bridge (Lost Souls),01:14,Jan A.P. Kaczmarek,Lost Souls,,
780,4913,1,003,- Sex - Death (Novocain),05:03,B‐Ton‐K & Puls,Novocain,,
784,418,1,026,迷路 (彩雲国物語 Original Sound Track 1),01:16,梁邦彦,彩T雲国物語 Original Sound Track 1,,
787,420,1,002,Cheese and Freckles (Knock Knock! Who's There?),03:43,Moustache of,Knock Knock! Who's There?,,
790,422,1,009,Who Knows Who Cares (Gorilla Manor),03:53,Local Natives,Gorilla Manor,,
794,424,1,012,Mommy (Abigail II: The Revenge),06:26,King Diamond,Abigail II: The Revenge,,
798,427,1,005,Monostereo (gum monoblond),03:46,monoblond,gum monoblond,,
810,433,1,003,Forlorn Hope (Monolith of Doubt),06:22,After Forever,Monolith of Doubt,,
813,435,1,008,"Seek & Destroy (2004-07-02: Werchter, Belgium)",00:00,Metallica,"2004-07-02: Werchter, Belgium",,
821,4897,1,013,Girl on My Mind (The Very Best of Buddy Holly and the Crickets),02:18,Buddy Holly,The Very Best of Buddy Holly and the Crickets,,
824,440,1,002,Your Love (The One You Need),04:30,Shane & Shane,The One You Need,,
828,9952,1,011,Weather With You (It's Only Natural),00:00,Crowded House,It's Only Natural,,
853,5025,1,006,"Wir Haben uns gerade noch gefehlt (Oh, ein Reh!)",04:37,Grossstadtgeflüster,"Oh, ein Reh!",,
860,456,1,006,Tonight (Underwater Moonlight),03:44,Soft Boys,Underwater Moonlight,,
887,470,1,006,Sweet and Slow (Guy's All-Star Shoe Band),03:04,Guy's All Star Shoe Band,Guy's All-Star Shoe Band,,
890,4651,1,025,"Bulerías gitanas (Flamenco: The 150 Original Moments, Volume 1)",02:46,Camarón de la Isla,"Flamenco: The 150 Original Moments, Volume 1",,
893,471,1,017,Bother Me (remix) (Targeting Zone),00:00,Insight,Targeting Zone,,
896,8629,1,003,Esquizoide (En concierto),05:25,Iconoclasta,En concierto,,
897,473,1,004,"(Just Can't Help) My Love (Teen Town USA, Volume 11)",02:05,Vic Wilder,"Teen Town USA, Volume 11",,
901,9525,1,005,Christmas All Over the World (Christmas Vocals),02:38,Mari Falcone & Bill Cantos,Christmas Vocals,,
905,479,1,002,"Jungle Drum (The Dome, Volume 51)",02:12,Emilíana Torrini,"The Dome, Volume 51",,
909,2551,1,007,Devotion (Armin remix) (Trancemaster 2006),08:06,Yahel,Trancemaster 2006,,
917,8243,1,010,"L'Arsène (L'Intégrale, Volume 5 : En public)",03:12,Jacques Dutronc,"L'Intégrale, Volume 5 : En public",,
918,487,1,009,Walk Through Fire (The Rumour),05:38,Olivia Newton-John,The Rumour,,
923,6241,1,0 04,Unearthed Statue (Computer Death),01:45,Infinity Frequencies,Computer Death,,
928,490,1,003,"This, Every Day, for the Rest of Your Life (New General Catalogue)",05:18,Redj etson,New General Catalogue,,
937,495,1,006,,05:01,J.K. Rowling,Harry Potter und der Halbblutprinz (feat. narrator: Rufus Beck),,
942,558,1,002,Login (Self Destruct) (Once Upon a Time in the Land of Cyberspace),01:55,Manifesto,Once Upon a Time in the Land of Cyberspace,,
950,503,1,016,Le Fiacre (Collection or),02:13,Lnia Margy,Collection or,,
957,4591,1,007,one more night outside the home (lonesome landscapes),00:00,patryk_t,lonesome landscapes,,
970,5603,1,006,Ecclesie militantis (Intégrale des Motets isorythmiques (Huelgas-Ensemble feat. conductor: Paul Van Nevel)),05:11,Guillaume Dufay,Intégrale des Motets isoryhmiques (Huelgas-Ensemble feat. conductor: Paul Van Nevel),,
971,515,1,002,Cent mille raisons (Fiori: Un musicien parmi tant d'autres),04:04,Mes Aieux,Firoi: Un musicien parmi tant d'autres,,
974,2367,1,001,"[introduction] (2010-08-23: Nachtmix, Bayerischer Rundfunk, Munich, Germany)",01:00,Hellsongs,"2010-08-23: Nachtmix, Bayerischer Rundfunk, Munich, Germany",,
975,517,1,010,"Salome, Op. 54: ""Sie ist ein Ungeheuer, deine Tochter"" Salome (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Birgit Nilsson))",01:00,Richard Strauss,"Salome (Wiener Philharmoniker feat. conductor: Sir Georg Solti, soprano: Birgit Nilsson)",,
977,518,1,017,Shadow Web Caverns (World of Warcraft: Wrath of the Lich King),03:25,Derek Duke,World opf Warcraft: Wrath of the Lich King,,
978,519,1,024,Mu sõber tuul (Uus LaineA),04:34,Laine,Uus Laine,,
982,2719,1,o04,No One (Diaries),04:00,MMOTHS,Diaries,,
983,520,1,005,I Always Get Lucky With You (By Request),03:19,George Jones,By RequesQt,,
985,3893,1,003,Forever (Ross Porter's After Hours With Verve),08:55,Mark Whitfield,Ross Porter's After Hours With Verve,,
997,527,1,008,Paradize - Version (KM-Musik: Sounds of Delight),04:54,Dreadful Shadows,,,
1002,9320,1,004,Wohin mit Feuerstuhl? (Ritter Rost Hörspiel 8: Feuerstuhl),02:35,Jörg Hilbert & Felix Janosa,Ritter Rost Hörspiel 8: Feuerstuhl,,
1006,533,1,140,Coloring Outside the Hearts (Song a Day: Year Three),02:17,Jonathan Mann,Song a Day: Year Three,,
1019,7431,1,004,Just a Little in Love (Run to Me),03:27,Lee Towers & Anita Meyer,Run to Me,,
1030,7981,1,006,Blunted Vision (State of Play 2),05:49,Mark Finnie,State of Play 2,,
1033,548,1,047,Power Player (Reality TV),00:10,Christopher E. Hajian,Reality TV,,
1034,1570,1,013,Adieu monsieur le professeur (Bes Of),04:11,Hugues Aufray,Best Of,,
1035,5026,1,001,"敏感な風景 ~Short size~ (TV Animation ""sola"" Original Sound Track: ソウキュウノハテ)",01:06,Ceuii,"TV Animation ""sola"" Original Sound Track: ソウキュウノハテ",,
1040,551,1,003,"Heartbreaker (""An American Band"")",07:36,Grand Funk Railroad,"""An American Band""",,
1041,8740,1,9,Natasha (Hot Club de France),03:44,Gipsy Boys,Hot Club de France,,
1044,3905,1,008,Wicked Ways (Pro Pain),04:38,Mars ILL,Pro  Pain,,
1046,9388,1,013,Appel à tous les fidèles (Le ragga ça l'fait),03:59,Saï Saï,Le ragga ça l'fait,,
1057,560,1,009,Brytningen (Stockholm Norra),02:45,Stockholm Norra,Stockholm Noorra,,
1058,7157,1,007,Quando a gente ama (Roberto Carlos),04:08,Roberto Carlos,Roberto Carlos,,
1060,561,1,5,Μουσική για την Εμινέ (Καπετάν Μιχάλης),01:49,Μάνος Χατζιδάκις,Καπετάν Μιχάλης,,
1062,3682,1,005,"În stânga țin icoana, cu dreapta îmi fac cruce (Colinde pentru suflete românești)",02:28,Polina Manoilă,Colinde pentru suflete românești,,
1064,563,1,010,Over the Top (Karl för sin hatt),02:21,Boztic,Karl för sin hatt,,
1069,5858,1,008,Out for Blood (Jack Knife Rendezvous),02:54,Dustsucker,Jack Knife Rendezvous,,
1070,7398,1,009,"The Italian Wedge (The Surfers That Came From The Cold, Volume 1)",02:03,Sonic Surf City,"The Surfers That Came From The Cold, Volume 1",,
1073,7486,1,n.a.,Ne mogu ti ništa osim srca dati (Everblue 1),04:26,PHlavi orkestar,Everbleu 1,,
1076,569,1,007,"Full of Holes (2012-01-21: Variety Playhouse, Athens, GA, USA)",00:00,Grapees,"2012-01-21: Variety Playhouse, Athens, GA, USA",,
1078,570,1,004,Rock No More (Rockin' Dance Floor Hits),02:51,Hi-Voltage,Rockin' Dance Floor Hits,,
1079,1914,1,005,Le aquile (Gioielli rubati),02:55,Alice,Gioielli rubati,,
1085,6731,1,004,About You (Simple Things),03:29,Invocal,Simple Things,,
1091,2600,1,010,"Ecossaise No. 1 in D major, Op. 72 No. 3a (Complete Edition, Volume 2: Ballades / Etudes)",00:57,Frédéric Chopin,"Complete Editionn, Volume 2: Ballades / Etudes",,
1097,5598,1,007,Armer Sünder (Das Ende vom Lied),03:47,Eichenschild,Das Ende vom Lied,,
1100,581,1,014,"Can’t Stop Me Now (Tiësto remix) (Club Life, Volume Two: Miami)",04:39,Afrojack & Shermanology,"Club Life, Volume Two: Miami",,
1102,7776,1,005,No Strings (I'm Fancy Free) (Fred Astaire & Ginger Rogers at RKO),06:09,Fred Astaire & Ginger Rogers,Fred Astaire & Ginger Rogers at RKO,,
1106,585,1,005,"Streichquartett Nr. 1 in B-Dur, ""Die Jagd"": Presto (Caspar-Da-Salo-Quartett) (Die Klassiksammlung 56: Haydn: Höhepunkte der Klassik)",03:04,Joseph Haydn,Die Klassiksammlung 56: Haydn: Höhepunkte der Klassik,,
1114,4087,1,001,Lqve I s  Ston (Hee   a ,04:19,Jenny Berkel,Hereo n a Wire,,
1115,7825,1,001,SHINING☆STAR,03:37,9nine,SHINING☆STAR,,
1116,9010,1,003,Svindlande ljus (Det bästao),04:41,Anne-Lie Rydé,Det bästa,,
1119,592,1,003,Allure (NL),07:11,Wax,NL,,
1128,3791,1,009,Another Dimension (feat. DJ Crack) (B@ss Power),06:53,DJ Loving Loop,B@ss PPower,,
1133,598,1,005,Kapitel 19 (Das verlorene Symbol (feat. narrator: Wolfgang Pampel)),03:27,Dan Brown,Das verlorene Symbol (feat. narrator: Wolfgang Pampel),,
1138,4489,1,001,Jamboree (POROROCK),08:21,Barbarian on the Groove,POROROCK,,
1143,4979,1,004,Sweet Lady Genevieve (Preservation Act 1),03:26,Kinks,Preservation Act 1,,
1145,355,1,009,"Paltrow and the Cubs (2003-10-20: Urbana, IL, USA)",00:00,Guster,"2003-10-20: Urbana, IL, USA",,
1152,607,1,005,שּׂ (XIII voltum lunae),01:15,Asgaard,XIII voltum lunae,,
1154,770,1,008,The Fire Still Burns,05:36,Russ Ballard,The Fire Still Burns,,
