id,cluster_id,source,number,title,length,artist,album,year,language
147,2258,4,12,012-Nyt jatan vanhan Turun,3m 2sec,Tapio Heinonen,,,Fin.
152,5060,4,13,listen to 013-Foe Life,4m 14sec,Mak 10,,,Eng.
172,85,4,11,011-You're the Only Good Thing (That's Happened to Me),unknown,Jim Reeves,,,Eng.
175,87,4,6,the song 006-Nightline,3m 44sec,Randy Crawford,,,unknown
182,5955,4,11,the song 011- ,unknown,,,,Gre.
185,6185,4,26,026-Control,2m 37sec,Disclosure feat. Ria Ritchie,,,Eng.
189,6045,4,1,song title 001-One Day (Live),4m 7sec,Caro Emerald,,,unnknown
200,101,4,4,F004-Jouluohtu motisklus,unknown,Kadri Savva,,,Est.
207,9018,4,7,song title 007-Someone So Young,6m 38sec,Coke Weed,,,Eng.
210,105,4,16,with title 016-Red-naped Sapsucker / Red-breasted Sapsucker,0m 58sec,Donald & Lillian Stokes with Kevin Colver,,,unknown
214,108,4,7,title 007-When You're Smiling at Me,4m 28sec,Sly Blue,,,Eng.
216,1659,4,3,"003SonataforpianoNo.1inFminor,Op2No.1:III.Menuetto:Allegretto",2m 17sec,Ludwig van Beethoven,,,Eng.
220,112,4,12,012-Always on Time,4m 5sec,Ja Rule feat. Ashanti,,,Eng.
228,118,4,31,song name 031-,1m 31sec,,,,Jap.
232,9312,4,1,song name 001-Carpathian Ridge,1m 35sec,Michael Andrews,,,Eng.
241,124,4,8,008-Histoire De Famille,unknown,Dany Bedar,,,Fre.
244,127,4,18,the 018-Daydream Believer,2m 56sec,The Residents,,,Eng.
245,2438,4,13,name 013-What Time Was Love,1m 36sec,The KLF,,,Eng.
255,3439,4,2,002-Ogunde / Margeritelek,5m 30sec,Davaiciass TMC,,,unknown
265,141,4,2,listen to 002-Abie Stracie,unknown,Like a Tim,,,E.
284,5987,4,B2,0B2-Don't Burn the Fires,3m 52sec,Dead Moon,,,Eng.
296,157,4,5,005-Beni Derde Salan Gelsin,3m 47sec,Musa Eroglu,,,Tur.
303,160,4,12,012-Under th eTop,5m 41sec,Elliot Goldenthal,,,Eng.
309,6556,4,6,with title 006-Saratoga,3m 21sec,Nina Simone,,,Eng.
313,9778,4,5,005-Mechanical Advantage,4m 19sec,Deepspace 5,,,Eng.
315,167,4,13,"listen to 013-Act 2, Scene III: Recitativo - Voi quel folgio lasciate (Serse/Atalanta)",0m 11sec,Georg Friedrich Handel,,,Ita.
319,7921,4,5,"005-Kantate, BWV 4 ""Christ lag in Todesbanden"": V. Coro Versus IV ""Es war ein wunderlicher Krieg""",2m 37sec,Johann Sebastian Bach,,,Ger.
320,170,4,7,the song 007-Yer Blooze,unknown,The Loungs,,,Eng.
321,9029,4,18,018-Little Bird,unknown,The Nashville Teens,,,Eg.
324,6523,4,8,name 008-L.A. Song,4m 12sec,Mohair,,,Enng.
325,9981,4,1,001-Self Preservation,3m 51sec,Kutt Calhoun feat. Krizz Kaliko,,,nEg.
326,7478,4,4,name 004-Schwarze Lande,3m 33sec,Amber und Gefahrten,,,Ge.r
334,3554,4,2,002-The Driving Blues,3m 43sec,RogeGr Manning,,,Eng.
342,3815,4,2,listen to 002-Married Woman Blues,5m 24sec,Jimmy Johnson,,,Eng.
345,5261,4,14,"song Lugen, die von Herzen kommen (feat. narrator Mirja Bos) (2008)",5m 35sec,Kerstin Gier,,,Ger.
350,182,4,4,004-Looking for Lives,4m 31sec,Timothy James Meaney,,,Eng.
354,655,4,1,001-Why Did They Sell Killarney?,unknown,Joseph . Natus,,,Eng.
357,186,4,4,listen to 004-Toxic Jesus,3m 39sec,Skorbut,,,Eng.
364,1923,4,1 1,011-Angel of Harlem,4m 14sec,U2,,,Eng.
368,192,4,1,001-Nineteen Ninety Seven,3m 48sec,Hypoetical,,,Eng.
371,195,4,3,003-It's All Over,2m 54sec,Reckless Kelly,,,Eng.
378,200,4,6,with title 006-Woman's Work,2m 24sec,Tracy Chapman,,,Eng.
395,5480,4,13,013-Dead Leg (Beautiful Ones - four track demo),3m 15sec,Suede,,,Eng.
398,1348,4,4,004-Water Song,5m 14sec,Hot Tuna,,,Eng.
403,216,4,4,listen to 004-Love & Peace = ,unknown,,,,Jap.
404,2333,4,11,listen to 011-Wenn du gehst,4m 5sec,wingenfelder:Wingenfelder,,,Ger.
407,218,4,6,006-Adeptus Satanicus,4m 44sec,Manufacturer's Pride,,,Eng.
409,8441,4,4,004-Thank You,5m 41sec,Miami Saxophone Quartet,,,Eng.
416,8975,4,11,name 011-Blood and Sand,4m 29sec,Bell mer Dolls,,,Eng.
417,222,4,6,006-Where the Girls Are,unknown,Billy Crurington,,,unknown
418,3316,4,13,with title 013-Heartless,5m 0sec,Heart,,,Eng.
421,5919,4,6,song 006-Ilk Nurumsun (Haram),4m 5sec,Kibariye,,,Tur.
432,229,4,11,with title 011-Frank's Song,1m 56sec,Tom Waits,,,Eng.
435,231,4,9,009-Ljudet av ett annat hjarta,3m 54sec,Gyllne Tider,,2090,unknown
439,1010,4,3,003-Santa Claus Is Coming to Town,2m 10sec,The Ventures,,,Eng.
440,233,4,8,008-Functional,9m 18sec,Theloious Mo nk,,,Eng.
445,236,4,4,the Chapter 49,2m 11sec,John Vornholt,,,unknown
452,241,4,45,045-Shop Radio 1,0m 46sec,Eirik Suhrke,,,Eng.
457,244,4,3,"the song 003-Sonata fur Viola da Gamba und Cembalo Nr. 4 C-dur, BWV 529: III. Allegro",3m 39sec,Johann Sebastian Bach,,,Ger.
458,4677,4,3,song 003-Why Do Fools Fall in Love,2m 18sec,Frankie Lymon & The Teenagers,,,Eng.
462,247,4,13,with title 013--,1m 49sec,  ,,,Rus.
464,249,4,6,006-Ocomber,1m 31sec,Scythelence,,,Eng.
472,2919,4,18,listen to 018-El bondi,0m 40sec,2 Minutos,,,Spa.
473,255,4,2,with title 002-Vision,unknown,Dr. Jeffrey Thompson,,,Eng.
479,258,4,1,001-Zero Sex,unknown,Christian Death,,,Eng.
486,3765,4,10,010-Oysters,2m 59sec,Six Ft Hick,,,Eng.
494,268,4,8,008-Dikhel Khelel,5m 12sec,Taraf de de & Kocani Orkestar,,,unknown
495,269,4,2,with title 002-Assassin,3m 32sec,Simon Wilkinson,,,unknown
496,5394,4,2,title 002-Puddle,4m 16sec,MK,,,Jap.
514,278,4,22,022-Memoirs Shopping,0m 57sec,Jon Rose & Otomo Yoshihide,,,Eng.
516,279,4,6,006-Bryce,3m 48sec,The Neil CowleKy Trio,,,unknown
519,281,4,13,song 013-When Granddpa Comes,2m 33sec,Slender,,,Eng.
523,741,4,3,title 003-Ruralia Hungarica - Molto Vivace,2m 9sec,Erno Dohnanyi,,,Eng.
527,5607,4,9,the 009-I Don't Have You (Trans mix),4m 7sec,Bassix,,,Eng.
541,8214,4,13,013-The Circle Dance,0m 6sec,Joseph Alddenzee,,,Eng.
546,290,4,12,012-Margarita Gauthier (feat. Raul Raul,2m 28sec,Miguel Calo,,,Spa.
564,4193,4,7,the song 007-Faded,4m 6sec,Suzanne de Bussac,,,Eng.
565,300,4,82,the song 082-Audience (intro),0m 29sec,Rick Cassman & Vyv Hope-Scott,,,Eng.
566,301,4,37,037-Parallel Universe (b),1m 2sec,Simon May & Simon Lockyer & John Brant,,,Eng.
567,253,4,19,listen to 019-Complainte de Pablo Neruda,4m 10sec,Jean Ferrat,,,Fre.
569,3154,4,1,the 001-A Day at the People Factory,3m 59sec,Doug The Eagle,,,Ger.
572,303,4,1,001-See You Again,5m 7sec,Alfeee,,,Jap.
579,305,4,57,057-Round the Bend 8 (sting),0m 4sec,Christian Marsac,,,Eng.
586,309,4,2,002-Survived Yesterday,2m 56sec,Hellride,,,Eng.
587,310,4,6,song name 006-Start of My Heart,4m 33sec,Joan as Police Woman,,,Eng.
591,7641,4,5,005-Silver Star of Bologna,4m 5sec,Penguin Cafe Orchestra,,,Eng.
595,7819,4,7,007-Solar Girl,4m 31sec,Elk City,,,Eng.
596,4882,4,14,014-Give Me Oil in My Lamp,1m 6sec,Donald Baker Family,,,Eng.
599,316,4,8,name 008-Stella Was  a Diver and She Was Always Down,unknown,Interpol,,,Eng.
600,9258,4,4,song title 004-brother mustang(LIVE),3m 6sec,the god and death stars,,,Jap.
601,3144,4,10,010-Come Thou Fount,3m 46sec,David Crowder Band,,,Eng.
603,317,4,B4,0B4-Lucille,3m 5sec,Brian Protheroe,,,Enng.
606,319,4,12,the 012MistyMountains2,1m 4sec,Bryan E. Miller,,,Eng.
610,321,4,18,song title 018-Ojos negros (polca),2m 59sec,Gladys Moreno,,,Spa.
612,322,4,15,listen to 015-Nalada s orientalnimi motivy,2m 8sec,Strasliva podivana,,,Cze.
614,4661,4,2,song title 002-13. Guds syn pa livet,15m 47sec,Watch Tower Bible and Tract Society of Pennsylvania,,,Nor.
623,328,4,20,020-Mama kilio ee,3m 53sec,Mwenda Jean Bosco,,,Swa.
630,334,4,15,title 015-Boogie Oogie Oogie,4m 5sec,A Taste of Honey,,,Eng.
631,335,4,7,007-For Us or Against Us,5m 34sec,Dying Fetus,,,Eng.
632,5725,4,3,the song 003-Croatian Polka Magic,2m 45sec,Polka Quads,,,Eng
633,336,4,16,"Prelude, op. 16 no. 4",0m 51sec,Alexander Scriabine,,,Eng.
644,341,4,6,with title 006-Inside the Outside,3m 22sec,The Amboy Dukes,,,Eng.
645,342,4,10,name 010-World Taste Sweet (Stuck in the Middle),4m 58sec,Maxmillion Dunbar,,,Eng.
653,347,4,1,song title 001-The Fallout,4m 49sec,Frequency Construct,,,Eng.
655,4613,4,1,001Krahenkonigin: I,5m 43sec,Nucleus Torn,,,Eng.
656,349,4,5,the 005-The Warmth in Her Torment,6m 11sec,Eternal Suffering,,,Eng.
660,352,4,40,with title 040-Chem 2: No Volume,1m 0sec,Joridan & Jopn,,,Eng.
663,353,4,17,with title 017-Inventaire,3m 39sec,Alex Beaupain,,,Fre.
665,355,4,9,009-Paltrow and the Cubs,unknown,Guster,,,unknown
669,356,4,4,003-Two Turns to One,unknown,Ziggy Was,,,Eng.
680,362,4,4,004-Go My Road,3m 13sec,Kings Cross Hot Club,,,Eng.
683,3279,4,5,005,6m 43sec,,,,unknown
686,365,4,1,001-En mi barrio,unknown,Yaco,,,Spa.
690,8535,4,1,001-Pagride,4m 28sec,Satellites LV,,,La.t
691,368,4,10,010-I'll Never Get Over You,4m 37sec,John Hiatt,,,Eng.
697,373,4,12,song name 012-Bla Bla Bla,3m 34sec,Gigi DAgostino,,,Eng.
699,4102,4,6,Omega-006,3m 35sec,Riotgod,,,Eng.
700,375,4,A3,song 0A3-Pool of Piranhas,4m 16sec,Hammers Rule,,,Eng.
701,376,4,6,006-The Tramp on the the,3m 29sec,Joan Baez,,,Egn.
707,2439,4,6,006-Entao toma,2m 46sec,Egmicida,,,Por.
717,3290,4,12,with title 012-Farewell( To Setting Flowers),unknown,Electric Litany,,, Eng.
719,384,4,308,308-Rhythm Trekker,0m 29sec,Dezrok,,,Eng.
724,8903,4,8,008-Rejoice,3m 31sec,U2,,,Eng.
726,389,4,2,the 002-Romance Of Falling,4m 43sec,Giant Sand,,,Eang.
727,8780,4,1,001-Moonfloor,unknown,Gale Grand Central,,,Eng.
728,7010,4,5,005-I'll Be There,3m 32sec,Blessid Union of Souls,,,Eng.
736,4892,4,12,the song 012-Te Story of Jazz,3m 30sec,Yo La Tengo,,,Eng.
747,877,4,12,012-Winter Pages: Still Life,2m 41sec,Ned Rorem,,,Eng.
751,401,4,1,001-Watt Bird,unknown,Moonbootica,,,Eng.
752,1186,4,8,008-Papering the Cracks,4m 56sec,Tokyo Blade,,,Eng.
756,403,4,3,listen to 003-The Right Bullets,2m 58sec,Tom Waits,,,Eng.
761,2432,4,1,The Anthem Medley (club mix),7m 4sec,Sonia,,,Eng.
768,1946,4,6,006-Spam,4m 35sec,Sudden Death,,,Eng.
771,2644,4,25,025-53rd State (live 1986),4m 1sec,Contempt,,,Eng.
773,6272,4,1,listen to 001-The Winner Takes It All,4m 54sec,ABBA,,,Eng.
777,415,4,10,"song -journey o 1,000 Yeasrs",4m 52sec,KISS,,,Eng.
779,3291,4,5,"005-Boom Boom (12"" remix instrumental)",5m 59sec,Paul Lekakis,,,Eng.
781,417,4,9,009-Wake Up,3m 28sec,Hooverphoonic,,,Eng.
782,7671,4,B5,name 0B5-Do the Evolution (Live),3m 42sec,Pearl ZJam,,,Eng.
783,1191,4,3,003-Tape Speeds,4m 6sec,Beppu,,,Eng.
786,419,4,14,listen to 014-Sugar Sugar,3m 47sec,Laurel Aitken,,,Eng.
795,7303,4,3,listen to 003-Vukovi Tame,2m 21sec,1389,,,unknown
799,1438,4,14,song name 014-Labeled,2m 54sec,Sworn Eneemy,,2004,Eng.
807,430,4,22,022-Bonnie and Clyde,4m 11sec,Brigitte Bardot,,,Fre.
809,432,4,2,002-Ezumdda,3m 14sec,Headache,,,Eng.
812,434,4,8,008-Oil and Water,2m 48sec,The American Dollar,,,Eng.
822,225,4,10,song title 010-Time for Pepper,1m 38sec,Black Sun Productions,,,Eng.
823,4205,4,3,003-Brothers of the 4x4,3m 58sec,Han k3,,,Eng.
832,1233,4,15,015-Sacrificium: Offerte Domino,1m 36sec,[religious music],,,unknown
840,248,4,18,song title 018-Ho Do You Sleep,4m 56sec,The Stone Roses,,,Eng.
841,446,4,4,song name 004-Fa Cho Ec Le Spot,10m 55sec,Muzik 4 Machines,,,Eng.
849,6930,4,8,song title 008-The Man You Love,3m 56sec,Il Divo,,,unknown
863,459,4,15,015-Ze do Caroco,unknown,Grupo Revelacao,,,Por.
865,460,4,5,005-Il peut pleuvoir,1m 44sec,Jacques Brel,,,Fre.
869,463,4,13,013-Paukstis,unknown,Skyle,,,Lit.
871,5210,4,38,song 038-The Church Is One Foundation,1m 19sec,Alasdair Trotter,,,Eng.
876,466,4,15,name 015-Lill,unknown,Lauri Nebel,,,Est.
882,8384,4,7,with title 007-Deeper Blue,3m 46sec,The Wakefields,,,Eng.
884,469,4,14,song name 014-Die Blouberge,4m 8sec,Randall Wicomb,,,Afr.
892,3052,4,18,"the 018-Love Is in the Air, and Is Floating Away",4m 7sec,Dead Red Sea,,,Eng.
902,476,4,13,song 013-One Way,2m 20sec,Larry Norman,,,Eng.
903,477,4,25,the song 025-Like Miles,0m 33sec,Frans van Steijn,,,Eng.
907,4131,4,15,015-Where Is the Conscience of the World,4m 8sec,J.C. Mark,,unknown,Eng.
914,484,4,12,song 012-Es stieg ein Engel vom Olymp,2m 58sec,Costa Cordalis,,,Ger.
920,1316,4,2,song name 002-A Tale of Slaughtering,3m 11sec,Milking the Goatmachine,,,ENG.
931,9822,4,6,song name 006-Sometimes,4m 8sec,Soumia,,,Fre.
945,887,4,4,004-Lo qQue sangra (La cupula) (version remix),6m 8sec,Soda Stereo,,,Spa.
952,505,4,13,013-Fight 2,1m 13sec,,,,Eng.
956,4022,4,9,the song 009-Keep Giving Me Love (radio edit),4m 24sec,D-Train,,,Eng.
958,8130,4,5,title 005-Cuestion de madera,5m 5sec,Bacilos,,,Spa.
969,514,4,1,title 001-Miaad Gaah,5m 14sec,Reza Yazdani,,,Per.
979,4295,4,3,the song 003-The Glass Forest,2m 34sec,Michael Jones,,,Eng.
986,522,4,1,title 001-Back Of fRingcraft,3m 56sec,Johnny Osbourne meets Roots Radics,,,Eng.
993,3132,4,13,listen to 013-Tecumseh Valley,4m 28sec,Steve Earle,,,Eng.
994,7491,4,2,title 002-For Home and Country,0m 52sec,,,,Eng.
998,528,4,10,song name 010-She's Got a Way,4m 8sec,Yale University Alley Cats,,,Eng.
1005,532,4,14,014-Adios Adios,2m 3sec,The BlDue Chips,,,Eng.
1009,536,4,5,title 005-Bagatelles for Piano: V,3m 40sec, ,,n ull,unknown
1014,284,4,8,008-Piano Quintet in C minor: I. Andante (Prazak Quartet feat. piano: Jaromir Klepac),5m 11sec,  ,,,Eng.
1020,541,4,3,"song name 2007-05-17: A State of Trance #300, ""Part 3: Menno de Jong"": Pettelaarse Schans, Hertogenbosch, The Netherlands",unknown,Armin van Buuren,,,Eng.
1021,1538,4,2,(Radio,5m 13sec,Mooryc,,,Eng.
1023,543,4,7,"007-Felona & Serona (Part A, B, C, D)",15m 33sec,Le Orme,,,unknown
1053,558,4,2,002-Login (Self Destruct),1m 55sec,Manifesto,,,Eng.
1056,559,4,2,002-Devenir folle,3m 12sec,Erik Arnaud,,,Fre.
1059,8985,4,10,"010-Zum Abendsegen ""Herr, sei gnadig unserm Flehn""",2m 12sec,Felix Mendelssohn,,,Ger.
1063,562,4,12,listen to 012-Used to Love Her,3m 13sec,Guns N Roses,,,Eng.
1067,4273,4,12,name 012-Lamento per la morte di Pasolini (b),1m 5sec,Giovanna Marini,,,Ita.
1072,568,4,254,the song 254-Firnen 4,6m 23sec,"Paolini, Christopher",,,Ger.
1081,572,4,10,song 010-Retki meren rantaan,3m 25sec,Edu Kettunen,,,Fin.
1083,573,4,1,name 001-Doble opuesto,4m 48sec,La Ley,,,Sap.
1088,576,4,7,title 007-Josephine,3m 57sec,Chris Rea,,,Eng.
1096,8763,4,20,020-Casimir,2m 1sec,Bourvil,,,Fre.
1098,4873,4,9,song title 009-El Amor De Mi Boho,3m 16sec,OmGara Portuondo,,,Spa.
1104,583,4,81,song 081-Country RadUio (full mix),2m 26sec,Antony Cooper & Peter Jaksic,,,Eng.
1107,9598,4,10,010-Don Juan op. 20,17m 42sec,Richard Strauss,,,er.
1110,587,4,21,song title 21z-,0m 43sec,,,,Jap.
1113,589,4,2,name 002-  ,unknown,Schizo,,,unknown
1121,8352,4,15,the 015-Weekend,unknown,Earth and Fire,,,Eng.
1124,7610,4,3,003-Pride (In the Name of Love),3m 38sec,Friction Bailey,,,En.g
1131,596,4,6,the 006-Transitional Bird (Clever Girl),4m 26sec,Candy Claws,,,Eng.
1135,600,4,13,title 013-Any Other Way,4m 4sec,The Smithereens,,,Eng.
1137,601,4,3,003-Public Enemy #1,4m 21sec,Motley Crue,,,Eng.
1140,5300,4,8,with title 008-Innervisions,4m 45sec,DJ Cam,,,Eng.
1149,606,4,5,"005-Pisma o ribaru Marinu, Mari i moru",2m 14sec,KUD Idijoti,,,Cro.
1151,6004,4,1,001-Subdivisions,5m 34sec,Rush,,,Eng.
1156,149,4,3,song 003-September in the Rain,2m 50sec,The Ralph Sharon Trio,,,Eng.
1167,616,4,8,008-Russia's on Fire,5m 49sec,Stormwitch,,,Eng.
1171,618,4,11,Mikron's Ray,0m 16sec,[no artist],,,Eng.
1176,1211,4,4,004-Mother Forest,unknown,Wotan,,,Eng.
1182,6554,4,10,010-,0m 6sec, starring ,,,Jap.
1184,6602,4,5,"the song 005-Fast Jam (incl. Sunshine Of Your Love, Come On, Star Spangled Banner)",12m 34sec,Jimi Hendrix,,,Eng.
1186,7509,4,6,title 006-Torspar-julaftas-vaggvisa (The Crofter's Christmas Eve Lullaby),4m 15sec,Triakel,,,unknown
1188,625,4,10,010-Bonecrusher,3m 20sec,Phantom,,nul l,Eng.
1192,627,4,16,016-If You Let Me Love You 2,3m 21sec,Andy Taylor,,,Eng.
1205,633,4,2,002-Route 66,3m 2sec,Natalie Cole,,,Eng.
1207,6847,4,14,014-Crash Site,4m 1sec,Adorable,,,Eng.
1208,4535,4,8,008-Girls,3m 44sec,Nazareth,,,Eng.
1213,8966,4,7,name 007-Hidden Propolsion Unit (Element 115 mix),1m 41sec,Ponga,,,Eng.
1218,9668,4,1,001-Growing Up,10m 41sec,Peter Gabriel,,,Engg.
1226,8448,4,2,name 002-Heaven and Hell,12m 9sec,Black Sabbath,,,Eng.
1227,645,4,2,002-Gannabara's Cafe,4m 42sec,Reminiscence Quartet,,,unknown
1230,648,4,12,012-Smart Patrol / Mr. DNA,6m 6sec,DEOV,,,unknown
1232,6348,4,17,017-La Recuerdo Asi,unknown,Edgar Oceransky,,,Spa.
1235,5386,4,7,"title 007-Piano Sonata in D, K. 311: I. Allegro con spirito",7m 18sec,Wolfgang Amadeus Mozart,,,unknown
1255,662,4,15,listen to 015-Extacy,3m 31sec,Shades of Rhythm,,,Eng.
1258,664,4,3,listen to 003-I've Changed My Number,3m 30sec,Plush,,,Eng.
1259,1515,4,7,song title 007-Nachwort,unknown,The Albert Mangelsdorff Quartet,,,unknown
1266,668,4,11,the song 011-I Watch You Sleeping,4m 58sec,John Denver,,,Eng.
1275,672,4,19,019-Lover Come Back,2m 18sec,Doris Day,,,Eng.
1278,2583,4,12,the 012-Chapter 13: Confessions 3,5m 1sec,Stephenie Meyer,,,Eng.
1286,679,4,17,017-Pass That Dutch,3m 43sec,Missy Elliott,,,Eng.
1287,680,4,13,listen to 013-A Couple of Song and Dance Men,2m 17sec,Fred Astaire,,,Eng.
1293,684,4,6,006-To Be Free (Spanish version radio edit),3m 58sec,Mike Oldfield,,,Eng.
1295,9027,4,10,010-Hola tu,2m 52sec,Paco Bello,,,Spa.
1303,4519,4,27,027-Rocker,3m 26sec,Alter Ego,,,Eng.
1305,689,4, 3,Actionize 3,0m 15sec,Art Phillips,,,Eng.
1315,8454,4,6,title 006-,8m 38sec,,,,Jap.
1325,698,4,276,name 276-Brass Bit 2,0m 2sec,Harry BluVestone,,,Eng.
1334,701,4,11,011-Nickel in the Well,3m 18sec,Shenandoah,,,Eng.
1335,2630,4,4,song title 004-Kollegium,unknown,Sweet 'n Candy,,,unknown
1338,3755,4,5,005-Pigmalion,2m 41sec,Astor Piazzolla,,,unknown
1339,703,4,44,044-Laughter at the Royal Court,0m 30sec,Jean-Marie Philibert & Yohann Bourdin,,,Eng.
1341,704,4,3,"the 003-Concerto for Piano and Orchestra No. 9 in E-flat major, K. 271: III. Rondo. Presto",10m 8sec,Wolfgang Amadeus Mozart,,,Eng.
1342,705,4,19,019-Mission of theD arians: The Daria (100 Square Miles / Macrocosm),2m 13sec,Robert Farnon & Frank Cordell,,,Eng.
1350,6604,4,10,the song 010-~,1m 6sec,Uratsakidogi,,,Rus.
1352,5099,4,11,011-I've Never Been to Me,4m 0sec,Charlene,,,Eng.
1353,711,4,13,013-Domek bez adresu,2m 23sec,Czesaw Niemen,,,Pol.
1355,266,4,5,005-,5m 42sec,,,,Jap.
1359,5244,4,8,008-Mr. Tough Guy,4m 3sec,Ugly Duckling,,,unknown
1361,714,4,1,the 001-Vessels,6m 43sec,Wolf & Cub,,,Eng.
1362,6920,4,7,007-DoCes Your Mama Know About Me,3m 9sec,Jermaine Jackson,,,Eng.
1365,716,4,6,with title Memo,2m 7sec,Randy Newman,,,Eng.
1367,718,4,1,song title 001-I Got a Guy,3m 45sec,Ella Fitzgerald,,,Eng.
1373,80,4,6,006-Haste Suraj Ki,1m 32sec,Nadeem-Shravan,,,Hin.
1378,663,4,8,the 008-How High the Moon,2m 56sec,Harry James,,,Eng.
1379,721,4,18,018-Back Bay Shuffle,2m 44sec,Terry Gibbs,,,Eng.
1380,722,4,5,song title 005-For Love,unknown,Na Ying,,,Eng.
1384,725,4,3,title 003-A Dance With the Devil,4m 56sec,Chinchilla,,,Eng.
1399,733,4,5,the song 005-Springhead Motorshark,2m 51sec,Britny Fox,,,Eng.
1400,1715,4,13,013-He Aloha Mele,7m 58sec,Sprung Monkey,,,Eng.
1408,739,4,7,song 007-She Wore Red,3m 12sec,House of Freaks,,,Eng.
1410,8775,4,4,title Chiffren der Transzendenz 064,unknown,Karl Jaspers,,,Ger.
1414,1035,4,4,004-Please Be Nice (I've Got a Bomb),2m 45sec,Greenhouse AC,,,Eng.
1417,745,4,20,020-Street Dancer,3m 25sec,Avicii,,,Eng.
1418,4840,4,10,"010-Miserere (Psaume 50): I. Simphonie / II. Miserere mei, Deus",3m 3sec,Sebastien de Brossard,,,unknown
1419,823,4,7,007-Thee Cult of Henry Flynt,7m 1sec,Horsebck,,,Eng.
1430,3659,4,16,the song 016-Eeparisbagu,3m 32sec,T. Brinda & T. Mukta,,,unknown
1437,1869,4,5,005-Narstrand,5m 24sec,Fimbultyr,,,Swee.
1441,757,4,3,the song 003-Tantas Horas Contigo,3m 53sec,Suburbios,,,Spa.
1443,8787,4,2,002-Better Love (Voodoo dub),unknown,Deep Sensation,,,Eng.
1444,758,4,1,the song 001-Arnold Layne,2m 55sec,Pink Floyd,,,Eng.
1446,759,4,3,song title 003-Get Your Chillums Out,13m 15sec,Move D / Namlook,,,Eng.
1453,7996,4,10,the song 010-Downderry Daze,3m 20sec,Bridget St. John,,,
1454,6921,4,22,name 022-Five Little Monkeys,1m 43sec,The Countdown Kids,,,unknown
1464,770,4,8,the song 008-The Fire Still Burns,5m 36sec,Russ Ballard,,,ng.
1471,774,4,7,the 007-Cheat in Our Hometown,3m 19sec,Ricky Skaggs,,,Eng.
1473,775,4,1,001-Brother Green (The Disco King),5m 43sec,Roy Ayers Ubiquity,,,Eng.
1480,6215,4,5,005-Of Glorious Remains pt. I - The Poisoned,5m 34sec,Worth Dying For,,,Eng.
1490,6972,4,6,"the song 006-Konzert fur Klavier und Orchester a-moll op. 54: II. Intermezzo, Andantino grazioso - attacca",5m 46sec,Robert Schumann,,,Ger.
