source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,clusters_inferred_label
4_8418,3_12294,4_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_5123,5_3824,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
2_19129,3_10898,2_3,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,
4_1275,5_6119,4_5,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
5_5655,3_11552,5_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
5_11572,1_5212,5_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
5_306,1_2471,5_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_11527,3_18768,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,
3_13389,1_10356,3_1,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
2_2438,5_13063,2_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
5_3074,1_12897,5_1,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
5_8204,1_18010,5_1,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,
2_1440,4_2007,2_4,True,True,0.4,,,,,,,0.4,"(True, True, False, True, False)",,,
2_9309,3_1077,2_3,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_4742,1_10530,2_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_15391,1_7014,4_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
2_10896,1_937,2_1,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_6709,1_12993,2_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_14272,4_4212,2_4,True,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,
4_11087,5_2222,4_5,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
5_8756,3_13375,5_3,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
4_13597,3_8250,4_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
3_3466,1_7529,3_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_751,3_7410,4_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
2_103,1_16874,2_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
2_17378,3_8057,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
5_17104,3_10357,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
4_15114,1_10395,4_1,False,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,
2_2766,3_17520,2_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
4_16465,5_16927,4_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_8219,3_13615,4_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
4_5664,5_13169,4_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
2_9886,5_14029,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
5_5004,1_10395,5_1,False,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,
4_12797,5_17462,4_5,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
2_15742,1_14776,2_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
2_6002,3_9000,2_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_9443,5_17600,4_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
5_3069,1_14869,5_1,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
4_11846,3_6118,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_11530,3_5698,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_2356,5_2222,2_5,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
2_1974,3_8140,2_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
5_3948,3_621,5_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,
4_11939,1_5273,4_1,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
5_1641,3_15710,5_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
5_2451,3_5386,5_3,True,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,
2_3820,1_15012,2_1,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
2_1975,4_19320,2_4,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_1739,3_13071,2_3,True,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
4_1151,3_11531,4_3,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,
5_2768,1_2691,5_1,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
5_17440,3_4636,5_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,
2_4729,4_15303,2_4,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_15170,3_16342,2_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_16847,5_18285,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
2_12778,3_8658,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
4_7240,3_5723,4_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
2_7806,3_14328,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_10590,4_8013,2_4,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,
5_1039,1_6279,5_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,
4_9271,5_474,4_5,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
4_10738,3_12547,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_9239,3_2829,2_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,
3_16256,1_539,3_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_5110,1_15268,4_1,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
5_3690,3_17695,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
5_18511,1_15637,5_1,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
5_6176,3_5037,5_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,
4_5024,3_15314,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,
4_284,1_3402,4_1,False,True,0.4,,,,,,,0.4,"(True, True, False, True, False)",,,
2_7852,3_8676,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
4_2216,3_11677,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
5_18801,3_10827,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
2_2637,3_17401,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
2_12292,5_3751,2_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_16443,5_12346,4_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_7513,3_4815,2_3,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
4_10197,3_13399,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_1027,4_16023,2_4,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_5724,1_5019,2_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
4_8576,3_17970,4_3,False,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,
2_10161,4_18473,2_4,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
2_17149,3_5442,2_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_341,4_13661,2_4,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
4_1631,1_15637,4_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
4_16198,3_18300,4_3,True,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,
4_8729,3_3576,4_3,False,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,
2_7430,3_7973,2_3,True,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,
5_3845,3_17476,5_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,
3_1087,1_14781,3_1,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
2_16889,3_274,2_3,False,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,
2_11777,3_468,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
5_19208,3_15907,5_3,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,
4_10149,1_13368,4_1,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_9716,1_1085,2_1,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
5_1689,3_19076,5_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,
2_19039,4_3600,2_4,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
2_984,3_17762,2_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
5_11951,3_1243,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
5_13406,3_18470,5_3,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,
4_13525,5_2768,4_5,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
3_10037,1_14971,3_1,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
4_5645,3_1148,4_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
2_16936,3_11597,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_6557,4_2332,2_4,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,
2_18299,5_11964,2_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_15484,1_16348,2_1,True,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
2_17686,4_16913,2_4,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,
4_321,3_17521,4_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
4_6286,5_5004,4_5,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
2_7373,3_4238,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
4_15705,5_12276,4_5,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,
2_3201,5_13641,2_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_14731,1_10717,2_1,True,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,
2_18071,3_7168,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_2646,3_15371,2_3,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,
2_12097,4_7530,2_4,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
2_6336,3_8415,2_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
4_11557,1_15987,4_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
5_17684,3_14238,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
2_1309,3_4517,2_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
3_12169,1_15171,3_1,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
3_5433,1_8335,3_1,True,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,
2_18738,4_8440,2_4,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_4349,4_147,2_4,True,True,0.4,,,,,,,0.4,"(True, True, False, True, False)",,,
4_12421,3_1911,4_3,True,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
2_3115,3_16491,2_3,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
4_17189,3_8603,4_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
2_9696,5_16233,2_5,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
2_1345,1_13103,2_1,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
5_10948,3_5293,5_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
2_480,1_15047,2_1,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
5_11301,3_19327,5_3,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_12177,4_5344,2_4,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
2_13929,3_4871,2_3,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_18964,4_17558,2_4,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
3_15520,1_4259,3_1,False,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,
2_8069,3_5493,2_3,False,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
4_11478,3_1494,4_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,
2_6652,3_2018,2_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,
5_4425,1_12919,5_1,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
2_7306,5_2500,2_5,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,
4_4819,3_2437,4_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,
2_7970,3_12286,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_1212,4_18216,2_4,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_13059,4_1831,2_4,True,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,
2_12124,3_16683,2_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,
4_6093,1_15169,4_1,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
2_7781,3_9659,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_708,5_14618,2_5,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,
2_7481,4_13693,2_4,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
5_15717,1_9988,5_1,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,
2_10173,4_952,2_4,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
4_5135,1_14375,4_1,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
4_14504,3_1087,4_3,False,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
4_16238,3_5874,4_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
3_12866,1_5136,3_1,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_13677,3_3887,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
4_12008,5_3074,4_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_3418,3_16288,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_13933,3_1852,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,
3_12091,1_8266,3_1,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
2_7157,5_7853,2_5,True,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
2_12572,3_6871,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
5_5915,1_7561,5_1,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_13675,1_3792,2_1,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
4_4299,5_8896,4_5,True,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,
2_12156,3_6842,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,
2_16549,3_9182,2_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,
5_8772,3_10855,5_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,
2_246,4_4462,2_4,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,
5_5655,3_7928,5_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
2_3979,3_5462,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,
2_3443,3_11069,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
2_8508,1_3402,2_1,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,
4_4304,5_5171,4_5,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,
2_7637,3_8169,2_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
2_12438,3_12017,2_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
2_14533,3_10107,2_3,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
4_11049,5_16950,4_5,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_301,3_13014,2_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,
5_16297,1_10921,5_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
5_3073,3_7675,5_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
3_5663,1_8982,3_1,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
2_12775,3_7562,2_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
4_9381,1_7790,4_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
4_17699,1_4088,4_1,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,
4_13091,3_18730,4_3,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,
4_3121,3_6838,4_3,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,
4_10642,3_17995,4_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
3_14398,1_8131,3_1,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,
2_18271,3_87,2_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
2_2220,3_2249,2_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_2042,3_14114,2_3,True,True,0.4,,,,,,,0.4,"(True, True, False, True, False)",,,
