source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,clusters_inferred_label
5_10821,1_15053,5_1,False,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,
5_17506,1_3242,5_1,False,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
2_8604,5_501,2_5,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_12116,5_15960,2_5,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
4_8598,3_3241,4_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,
4_4789,5_8186,4_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_12457,1_17025,4_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_10358,3_11554,4_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
2_4674,5_9705,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,
2_10972,5_6732,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,
2_18380,5_6921,2_5,True,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,
3_11959,1_14375,3_1,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,
2_8560,3_1166,2_3,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,
3_6762,1_15025,3_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,
4_14612,3_14799,4_3,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
4_14043,3_6980,4_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,
2_3513,5_3688,2_5,False,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, False)",0.019230769230769232,52.0,
2_15921,1_1498,2_1,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, False, True)",0.3333333333333333,3.0,
5_3348,1_9596,5_1,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
5_9662,3_6695,5_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, True)",1.0,0.0,
4_1338,3_11749,4_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, True)",0.25,4.0,
4_15242,3_13760,4_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.2,5.0,
2_5101,1_18644,2_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.2,5.0,
2_4929,3_2696,2_3,True,False,0.4,,,,,,0.0,0.4,"(False, False, True, False, True)",1.0,0.0,
5_13470,3_3610,5_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.07692307692307693,13.0,
2_4843,3_9490,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0,
2_130,3_18957,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
2_15774,3_6221,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.3333333333333333,3.0,
2_2039,3_10327,2_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.1111111111111111,9.0,
3_16109,1_9570,3_1,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
5_18545,1_10395,5_1,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.009708737864077669,103.0,
5_18088,3_17887,5_3,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, False, True)",1.0,0.0,
2_13306,1_8550,2_1,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, True)",1.0,0.0,
2_540,4_13621,2_4,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.125,8.0,
2_8997,4_13054,2_4,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.2,5.0,
2_5217,4_17141,2_4,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
4_9379,1_16090,4_1,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.25,4.0,
3_339,1_13035,3_1,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
2_16497,3_346,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.2,5.0,
4_876,3_4354,4_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, True)",0.2,5.0,
3_4047,1_13888,3_1,True,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, True)",0.25,4.0,
2_7324,1_209,2_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.2,5.0,
5_1869,3_4797,5_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, True, False)",1.0,0.0,
4_8381,3_2840,4_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, True)",0.25,4.0,
4_16665,3_8475,4_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0,
2_14681,3_2504,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, True)",1.0,0.0,
2_3573,3_1734,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.2,5.0,
2_12977,4_15401,2_4,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, True, False)",1.0,0.0,
2_3675,3_10253,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, True)",1.0,0.0,
2_16882,4_4138,2_4,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.2,5.0,
2_17208,3_13849,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, True, False)",1.0,0.0,
2_1987,3_11484,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, False)",0.3333333333333333,3.0,
4_13676,5_17845,4_5,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
2_17166,3_18337,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0,
5_1773,1_15274,5_1,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,
2_4910,4_5716,2_4,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, False)",0.2,5.0,
2_10048,1_6846,2_1,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,
4_15794,5_10704,4_5,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
2_11342,3_2072,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
2_12099,3_7845,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
2_17997,5_11583,2_5,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
5_14119,1_13527,5_1,True,True,0.4,,,,,,1.0,0.4,"(True, True, False, True, False)",0.25,4.0,
4_6368,3_963,4_3,False,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, True)",0.125,8.0,
4_16129,5_12475,4_5,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.2,5.0,
5_18657,3_19297,5_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.2,5.0,
2_6728,3_7182,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
5_15179,3_4324,5_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, False, True)",0.25,4.0,
2_1032,4_2402,2_4,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0,
5_18748,1_9935,5_1,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
5_9558,3_1310,5_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
2_2552,4_9379,2_4,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.25,4.0,
5_1313,1_2869,5_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.3333333333333333,3.0,
2_13306,5_12972,2_5,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, True)",1.0,0.0,
2_15091,4_8235,2_4,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
2_17149,3_12491,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
4_3113,3_7675,4_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, True)",0.2,5.0,
2_7311,3_3072,2_3,False,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.010416666666666666,96.0,
5_12018,3_18594,5_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
2_10628,1_18031,2_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.3333333333333333,3.0,
2_7970,3_12286,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.25,4.0,
2_8669,1_14752,2_1,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, True, False)",1.0,0.0,
5_3050,1_466,5_1,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
2_13139,3_8465,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.5,2.0,
2_15985,1_17531,2_1,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.25,4.0,
5_5149,3_14438,5_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
2_399,3_9747,2_3,True,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
2_7911,3_9792,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
2_17648,5_9751,2_5,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
2_5799,3_9977,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
2_5858,3_11500,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.3333333333333333,3.0,
5_4302,3_18759,5_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
2_16720,4_12269,2_4,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.25,4.0,
3_4829,1_11499,3_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0,
5_17882,3_5937,5_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.3333333333333333,3.0,
3_1728,1_7873,3_1,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
2_14757,1_12237,2_1,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
5_7443,3_10433,5_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
5_12814,3_9089,5_3,False,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, True)",0.011363636363636364,88.0,
4_8229,5_15032,4_5,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
2_15491,3_17385,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.2,5.0,
2_9463,3_17459,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, False)",0.2,5.0,
2_9788,1_10016,2_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0,
4_8392,3_16369,4_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, True)",0.08333333333333333,12.0,
5_2901,3_13455,5_3,False,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, False)",0.125,8.0,
5_5978,1_13442,5_1,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
5_17104,3_533,5_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, True)",1.0,0.0,
4_1341,5_11301,4_5,False,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, True)",0.037037037037037035,27.0,
2_16273,3_17157,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0,
5_10533,3_16679,5_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0,
3_5678,1_15735,3_1,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.3333333333333333,3.0,
5_5128,3_11586,5_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.2,5.0,
2_5884,1_19359,2_1,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
2_1016,3_6895,2_3,False,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, False)",0.16666666666666666,6.0,
2_17301,4_18340,2_4,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
4_17558,3_16278,4_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.25,4.0,
4_7235,3_10365,4_3,False,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.3333333333333333,3.0,
2_3670,3_6995,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
2_16817,1_16423,2_1,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, False, True)",0.3333333333333333,3.0,
5_13328,3_18427,5_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
5_14618,3_19038,5_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.2,5.0,
2_5219,5_14421,2_5,False,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, False)",0.25,4.0,
2_17648,3_6243,2_3,False,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, False)",0.2,5.0,
2_7093,1_4428,2_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.3333333333333333,3.0,
5_474,3_14815,5_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, False, True)",0.25,4.0,
4_13998,3_11383,4_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, False)",0.2,5.0,
5_7764,1_7267,5_1,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0,
4_19243,1_17066,4_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0,
4_4299,5_8896,4_5,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.2,5.0,
2_7298,3_3610,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, False, True)",1.0,0.0,
3_16339,1_10528,3_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0,
5_18378,1_8255,5_1,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, True)",0.2,5.0,
4_1341,3_1087,4_3,False,True,0.4,,,,,,1.0,0.4,"(True, False, False, False, True)",0.029411764705882353,34.0,
2_3086,5_10706,2_5,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0,
3_11292,1_14445,3_1,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
4_11279,5_838,4_5,True,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, True)",1.0,0.0,
5_12692,3_12852,5_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0,
2_10536,5_15682,2_5,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.2,5.0,
2_3367,3_18465,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, False, True)",0.3333333333333333,3.0,
4_16023,1_5651,4_1,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, True)",0.25,4.0,
5_4852,3_10993,5_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.2,5.0,
2_4678,4_14091,2_4,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.2,5.0,
4_7151,5_15733,4_5,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
3_10993,1_16453,3_1,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
4_319,3_15595,4_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,
2_11082,1_8987,2_1,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.2,5.0,
2_9217,3_7642,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.2,5.0,
5_2559,3_2640,5_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
2_15072,4_3091,2_4,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.2,5.0,
5_1756,3_16956,5_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0,
2_5910,5_16617,2_5,False,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, False)",0.14285714285714285,7.0,
5_16595,3_11474,5_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, True, False)",1.0,0.0,
2_11296,3_12075,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
2_10768,3_7675,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, False)",0.2,5.0,
5_18458,3_14802,5_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, True)",1.0,0.0,
2_2615,5_11795,2_5,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
2_11919,5_3410,2_5,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0,
2_14533,3_10107,2_3,False,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, False)",0.5,2.0,
5_15309,3_6597,5_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, False, True, False)",0.25,4.0,
2_4645,3_6277,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, False, True)",0.2,5.0,
2_13355,3_15009,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, True)",1.0,0.0,
2_429,3_10465,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, True)",1.0,0.0,
3_4488,1_12315,3_1,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, False)",1.0,0.0,
5_4633,3_5936,5_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
4_18997,5_10558,4_5,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
2_3785,3_7797,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.3333333333333333,3.0,
2_15527,3_10975,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
2_15666,3_9933,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, False)",1.0,0.0,
2_16127,3_4871,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0,
2_8306,3_12690,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.3333333333333333,3.0,
5_16113,3_3613,5_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.2,5.0,
4_13362,5_5381,4_5,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
2_8785,3_5753,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.25,4.0,
3_9164,1_657,3_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.2,5.0,
2_3317,3_12817,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0,
2_3048,3_3300,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.25,4.0,
2_2732,3_6845,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.3333333333333333,3.0,
2_15358,4_18361,2_4,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.2,5.0,
2_9971,3_12928,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, False, True)",0.25,4.0,
2_5899,3_4517,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0,
2_15202,3_14643,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.2,5.0,
2_2076,3_1928,2_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, False)",0.5,2.0,
4_4299,3_7501,4_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.2,5.0,
3_17186,1_6126,3_1,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, False, True)",1.0,0.0,
2_5092,1_10921,2_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.2,5.0,
2_9890,3_12267,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.3333333333333333,3.0,
2_18856,1_4088,2_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.2,5.0,
2_13355,3_7162,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, True, False)",1.0,0.0,
2_13619,3_11934,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.25,4.0,
2_5762,3_16605,2_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, False, True)",0.3333333333333333,3.0,
5_3056,1_6421,5_1,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0,
2_18700,3_2297,2_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0,
2_18375,3_16278,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0,
2_2648,3_12727,2_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0,
4_6526,1_3745,4_1,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0,
2_19063,4_2966,2_4,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.2,5.0,
