source_id,target_id,pair_id,label,cosine_tfidf,road_dir_lev,road_dir_jaccard,road_dir_relaxed_jaccard,road_dir_overlap,road_dir_containment,road_dir_token_jaccard,cuisine_lev,cuisine_jaccard,cuisine_relaxed_jaccard,cuisine_overlap,cuisine_containment,cuisine_token_jaccard,city_lev,city_jaccard,city_relaxed_jaccard,city_overlap,city_containment,city_token_jaccard,road_number_sim,road_number_num_equal,name_lev,name_jaccard,name_relaxed_jaccard,name_overlap,name_containment,name_token_jaccard,address_lev,address_jaccard,address_relaxed_jaccard,address_overlap,address_containment,address_token_jaccard,website_lev,website_jaccard,website_relaxed_jaccard,website_overlap,website_containment,website_token_jaccard,road_name_lev,road_name_jaccard,road_name_relaxed_jaccard,road_name_overlap,road_name_containment,road_name_token_jaccard,zip_sim,zip_num_equal
yellow_pages_1_14766,yelp_2_8,yellow_pages_1_14766-yelp_2_8,False,0.1108141232732558,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15862573099415211,0.0,0.0,-1.0,0.0,0.46875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9610553697510219,0.0,0.4285714285714286,0.25,0.25,0.0,0.5,0.4285714285714286,0.24725274725274723,0.0,0.0,-1.0,0.0,0.35984848484848486,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.3333333333333333,0.18181818181818177,0.5124804717324657,0.0
yellow_pages_1_18704,yelp_2_8,yellow_pages_1_18704-yelp_2_8,False,0.06011393824066682,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23484848484848478,0.0,0.0,-1.0,0.7142857142857143,0.42045454545454547,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9647714604236344,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.4375,0.24884792626728117,0.1111111111111111,0.1111111111111111,-1.0,0.25,0.5568181818181818,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.375,0.0,0.0,0.0,0.6,0.33333333333333337,0.7932059248470041,0.0
yellow_pages_1_6683,yelp_2_9,yellow_pages_1_6683-yelp_2_9,True,0.8550264920426075,1.0,1.0,1.0,1.0,1.0,1.0,0.10333333333333329,0.0,0.0,-1.0,0.8,0.2916666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9183673469387755,0.8,0.8,-1.0,1.0,0.7592592592592593,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_7151,yelp_2_9,yellow_pages_1_7151-yelp_2_9,True,0.5296067898952556,1.0,1.0,1.0,1.0,1.0,1.0,0.08469945355191252,0.0,0.0,-1.0,0.8,0.24107142857142855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9842437755481234,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7806122448979592,0.5,0.5,-1.0,0.75,0.6208333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_19511,yelp_2_9,yellow_pages_1_19511-yelp_2_9,False,0.1225226353357982,0.0,0.0,0.0,0.0,0.0,0.0,0.07276995305164324,0.0,0.0,-1.0,0.8,0.24107142857142855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7099219620958752,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28125,0.0,0.0,-1.0,0.0,0.35000000000000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07692307692307687,0.0,0.0,0.0,0.375,0.19999999999999996,0.7934643440264058,0.0
yellow_pages_1_28007,yelp_2_9,yellow_pages_1_28007-yelp_2_9,False,0.13888526529367357,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07276995305164324,0.0,0.0,-1.0,0.8,0.24107142857142855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9529914529914529,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2295918367346939,0.0,0.0,-1.0,0.0,0.29347826086956524,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.4,0.18181818181818177,0.5950336532249538,0.0
yellow_pages_1_13045,yelp_2_9,yellow_pages_1_13045-yelp_2_9,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0861111111111111,0.0,0.0,-1.0,1.0,0.26953125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9298402081010777,0.0,0.16666666666666663,0.0,0.0,0.0,0.25,0.125,0.29670329670329665,0.0,0.0,-1.0,0.0,0.27777777777777785,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5120106186790081,0.0
yellow_pages_1_6482,yelp_2_11,yellow_pages_1_6482-yelp_2_11,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08806818181818189,0.0,0.14285714285714285,-1.0,0.8571428571428571,0.2916666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9633965068747677,0.0,0.25,0.0,0.0,0.0,0.3333333333333333,0.19999999999999996,0.29670329670329665,0.0,0.0,-1.0,0.0,0.13333333333333333,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.2857142857142857,0.0,0.0,0.0,0.4,0.2222222222222222,0.9998590440839628,0.0
yellow_pages_1_16813,yelp_2_11,yellow_pages_1_16813-yelp_2_11,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08693910256410255,0.125,0.125,-1.0,1.0,0.37499999999999994,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9633965068747677,0.0,0.09999999999999998,0.0,0.0,0.0,0.3333333333333333,0.09999999999999998,0.3461538461538462,0.0,0.0,-1.0,0.0,0.21212121212121215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.4,0.19999999999999996,0.7139534610550551,0.0
yellow_pages_1_17765,yelp_2_11,yellow_pages_1_17765-yelp_2_11,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15816326530612249,0.0,0.2,-1.0,0.8571428571428571,0.3359375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.994908955778521,0.0,0.16666666666666663,0.0,0.0,0.0,0.3333333333333333,0.08333333333333337,0.29670329670329665,0.0,0.0,-1.0,0.0,0.35000000000000003,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.0,0.0,0.0,0.6,0.4285714285714286,0.7937227632058074,0.0
yellow_pages_1_18704,yelp_2_11,yellow_pages_1_18704-yelp_2_11,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.35227272727272724,0.0,0.0,-1.0,0.42857142857142855,0.22727272727272724,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.994908955778521,0.0,0.09523809523809523,0.0,0.0,0.0,0.3333333333333333,0.0714285714285714,0.24884792626728117,0.0,0.0,-1.0,0.0,0.38095238095238104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4,0.0,0.0,0.0,0.6,0.4285714285714286,0.7937227632058074,0.0
yellow_pages_1_13533,yelp_2_11,yellow_pages_1_13533-yelp_2_11,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10763888888888894,0.0,0.16666666666666666,-1.0,0.8571428571428571,0.2916666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9874767744332962,0.0,0.5,0.0,0.5,0.0,0.6666666666666666,0.4,0.20571428571428574,0.125,0.125,-1.0,0.25,0.20175438596491238,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5119753796999988,0.0
yellow_pages_1_8582,yelp_2_14,yellow_pages_1_8582-yelp_2_14,True,0.8457492955290548,1.0,1.0,1.0,1.0,1.0,1.0,0.21274509803921565,0.3333333333333333,0.3333333333333333,-1.0,1.0,0.6015625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619048,0.8,0.8,-1.0,1.0,0.7833333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_25402,yelp_2_14,yellow_pages_1_25402-yelp_2_14,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26909722222222227,0.0,0.0,-1.0,0.0,0.3625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8384986993682646,0.0,0.23809523809523814,0.0,0.0,0.0,0.0,0.6153846153846154,0.2295918367346939,0.0,0.0,-1.0,0.0,0.3680555555555555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15384615384615385,0.0,0.0,0.0,0.5,0.2941176470588235,0.8285153818143376,0.0
yellow_pages_1_17765,yelp_2_14,yellow_pages_1_17765-yelp_2_14,False,0.010082549720362825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.23724489795918366,0.16666666666666666,0.16666666666666666,-1.0,0.5,0.6458333333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9761426978818283,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.4,0.24725274725274723,0.0,0.0,-1.0,0.0,0.3876811594202899,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15384615384615385,0.0,0.0,0.0,0.8,0.3076923076923077,0.7931706858679948,0.0
yellow_pages_1_18704,yelp_2_14,yellow_pages_1_18704-yelp_2_14,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1845238095238096,0.0,0.0,-1.0,0.7142857142857143,0.38020833333333326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9761426978818283,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.5333333333333333,0.20737327188940088,0.0,0.0,-1.0,0.0,0.41319444444444453,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15384615384615385,0.0,0.0,0.0,0.8,0.3076923076923077,0.7931706858679948,0.0
yellow_pages_1_22034,yelp_2_14,yellow_pages_1_22034-yelp_2_14,False,0.10389962255161413,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1845238095238096,0.0,0.0,-1.0,0.7142857142857143,0.38020833333333326,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9648086213303605,0.0,0.303030303030303,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.5625,0.29670329670329665,0.0,0.0,-1.0,0.0,0.3680555555555555,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15384615384615385,0.0,0.0,0.0,0.625,0.33333333333333337,0.6300611983602129,0.0
yellow_pages_1_8593,yelp_2_15,yellow_pages_1_8593-yelp_2_15,True,0.9562931070058939,1.0,1.0,1.0,1.0,1.0,1.0,0.5651041666666666,0.3333333333333333,0.3333333333333333,-1.0,0.5,0.6205357142857142,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8385093167701864,0.8,0.8,-1.0,1.0,0.7291666666666666,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_12081,yelp_2_15,yellow_pages_1_12081-yelp_2_15,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3229166666666667,0.0,0.0,-1.0,0.7142857142857143,0.31696428571428564,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9819026384243775,0.0,0.30000000000000004,0.0,0.0,0.0,0.75,0.2727272727272727,0.2857142857142857,0.0,0.0,-1.0,0.0,0.16287878787878796,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1428571428571429,0.5119753796999988,0.0
yellow_pages_1_17765,yelp_2_15,yellow_pages_1_17765-yelp_2_15,False,0.012642201495829697,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.39540816326530615,0.16666666666666666,0.16666666666666666,-1.0,0.5,0.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9844667409884801,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.33333333333333337,0.24725274725274723,0.0,0.0,-1.0,0.0,0.26136363636363646,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.0,0.0,0.0,0.4,0.25,0.7937227632058074,0.0
yellow_pages_1_18704,yelp_2_15,yellow_pages_1_18704-yelp_2_15,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3229166666666667,0.0,0.0,-1.0,0.7142857142857143,0.31696428571428564,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9844667409884801,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.5714285714285714,0.24884792626728117,0.0,0.0,-1.0,0.0,0.29347826086956524,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.0,0.0,0.0,0.4,0.25,0.7937227632058074,0.0
yellow_pages_1_7861,yelp_2_19,yellow_pages_1_7861-yelp_2_19,True,0.892628016075865,1.0,1.0,1.0,1.0,1.0,1.0,0.15752032520325204,0.0,0.14285714285714285,-1.0,1.0,0.46875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428572,0.8,0.8,-1.0,1.0,0.6614583333333334,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_8370,yelp_2_19,yellow_pages_1_8370-yelp_2_19,False,0.12551212740412204,0.0,0.0,0.0,0.0,0.0,0.0,0.15946502057613168,0.0,0.125,-1.0,1.0,0.44078947368421056,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9590486807878112,0.0,0.7727272727272727,0.6,0.6,0.0,0.75,0.7333333333333334,0.4591836734693877,0.125,0.125,-1.0,0.25,0.4041666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.33333333333333337,0.0,0.0,0.0,0.6666666666666666,0.4,0.9999765073473271,0.0
yellow_pages_1_18506,yelp_2_19,yellow_pages_1_18506-yelp_2_19,False,0.052820207181263665,0.0,0.0,0.0,0.0,0.0,0.0,0.11445147679324899,0.0,0.0,-1.0,0.6666666666666666,0.2916666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.992196209587514,0.0,0.31818181818181823,0.14285714285714285,0.14285714285714285,0.0,0.25,0.4117647058823529,0.35714285714285715,0.0,0.0,-1.0,0.0,0.553921568627451,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714286,0.0,0.0,0.0,0.6666666666666666,0.5,0.7932176711733405,0.0
yellow_pages_1_18819,yelp_2_19,yellow_pages_1_18819-yelp_2_19,False,0.11959890233521332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1845238095238096,0.0,0.14285714285714285,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5905239687848384,0.0,0.7391304347826086,0.3333333333333333,0.3333333333333333,0.0,0.5,0.7333333333333334,0.41326530612244894,0.0,0.0,-1.0,0.0,0.45833333333333337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714286,0.0,0.0,0.0,0.6666666666666666,0.5,0.7932176711733405,0.0
yellow_pages_1_21888,yelp_2_19,yellow_pages_1_21888-yelp_2_19,False,0.13659030059272612,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1845238095238096,0.0,0.14285714285714285,-1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8192865105908584,0.0,0.6,0.3333333333333333,0.3333333333333333,0.0,0.5,0.6470588235294117,0.35467980295566504,0.125,0.125,-1.0,0.25,0.32936507936507936,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19999999999999996,0.0,0.0,0.0,0.8333333333333334,0.5,0.6300729446865493,0.0
yellow_pages_1_6271,yelp_2_20,yellow_pages_1_6271-yelp_2_20,True,0.8384178210899552,1.0,1.0,1.0,1.0,1.0,1.0,0.2246376811594203,0.2857142857142857,0.2857142857142857,-1.0,1.0,0.7499999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.8518518518518519,0.75,0.75,0.0,1.0,1.0,0.7536945812807883,0.6666666666666666,0.6666666666666666,-1.0,1.0,0.8194444444444445,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yellow_pages_1_17765,yelp_2_20,yellow_pages_1_17765-yelp_2_20,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.28996598639455784,0.0,0.0,-1.0,0.0,0.6249999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9932367149758454,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.368421052631579,0.24725274725274723,0.0,0.0,-1.0,0.0,0.5666666666666667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.8,0.4444444444444444,0.7931002079099762,0.0
yellow_pages_1_18296,yelp_2_20,yellow_pages_1_18296-yelp_2_20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22660818713450293,0.0,0.0,-1.0,0.0,0.5625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9699739873652917,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.3157894736842105,0.2660098522167487,0.0,0.0,-1.0,0.0,0.4841269841269842,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.375,0.2142857142857143,0.7929005203622567,0.0
yellow_pages_1_18704,yelp_2_20,yellow_pages_1_18704-yelp_2_20,False,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.484375,0.0,0.0,-1.0,1.0,0.5096153846153846,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9932367149758454,0.0,0.11111111111111116,0.0,0.0,0.0,0.0,0.5555555555555556,0.24884792626728117,0.0,0.0,-1.0,0.0,0.5873015873015873,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.125,0.0,0.0,0.0,0.8,0.4444444444444444,0.7931002079099762,0.0
yellow_pages_1_20237,yelp_2_20,yellow_pages_1_20237-yelp_2_20,False,0.12337655129135683,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.164021164021164,0.18181818181818182,0.18181818181818182,-1.0,1.0,0.6644736842105263,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9672612411742847,0.0,0.37037037037037035,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.4444444444444444,0.3428571428571429,0.0,0.0,-1.0,0.0,0.6176470588235293,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.11111111111111116,0.0,0.0,0.0,0.8333333333333334,0.5555555555555556,0.7929475056676025,0.0
