source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,query_strategy,size
usapartsdirect_7392862,harddrivesdirect_13178654,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,80
usapartsdirect_5370412,tweakers_6122906,usapartsdirect_tweakers,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,81
harddrivesdirect_9065465,sillworks_8901250,harddrivesdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,82
usapartsdirect_15169700,harddrivesdirect_3630033,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,83
harddrivesdirect_11903079,sillworks_6456285,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,84
harddrivesdirect_14100543,sillworks_17512011,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,85
harddrivesdirect_9022448,sillworks_10442014,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,86
usapartsdirect_11799116,harddrivesdirect_1806122,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, True, False, True, False)",,,disagreement,87
harddrivesdirect_190921,tweakers_13420914,harddrivesdirect_tweakers,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,88
harddrivesdirect_2341090,sillworks_14154612,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,89
harddrivesdirect_209437,sillworks_7030524,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,90
usapartsdirect_12155365,sillworks_17164530,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,91
harddrivesdirect_121925,sillworks_9583437,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,92
usapartsdirect_8572383,sillworks_6363355,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,93
usapartsdirect_2726532,tweakers_13287051,usapartsdirect_tweakers,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,94
usapartsdirect_12855354,harddrivesdirect_3689537,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,95
harddrivesdirect_13309471,sillworks_8078698,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,96
usapartsdirect_4948845,harddrivesdirect_12930926,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,97
usapartsdirect_16195699,harddrivesdirect_12907190,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,98
usapartsdirect_15299828,sillworks_1179386,usapartsdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,99
harddrivesdirect_11734448,sillworks_16527652,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,100
usapartsdirect_13595903,harddrivesdirect_6429747,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,101
usapartsdirect_10584911,harddrivesdirect_897230,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,102
harddrivesdirect_5672272,tweakers_11113494,harddrivesdirect_tweakers,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,103
usapartsdirect_15798456,harddrivesdirect_15929971,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,104
usapartsdirect_15791463,harddrivesdirect_5894341,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,105
usapartsdirect_14809302,harddrivesdirect_16699876,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,106
usapartsdirect_5370412,sillworks_8429390,usapartsdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,107
harddrivesdirect_15592718,sillworks_11114351,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,108
harddrivesdirect_6914260,sillworks_6456285,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,109
usapartsdirect_14809302,harddrivesdirect_655747,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,110
harddrivesdirect_1318751,sillworks_11341179,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,111
harddrivesdirect_4563207,sillworks_17194068,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,112
harddrivesdirect_2983801,sillworks_9038904,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,113
harddrivesdirect_5601596,sillworks_1179406,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,114
harddrivesdirect_10916433,sillworks_6957645,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,115
usapartsdirect_2450626,sillworks_17477907,usapartsdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, True, False, True, False)",,,disagreement,116
harddrivesdirect_6840943,sillworks_1846734,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,117
usapartsdirect_5657742,tweakers_5821726,usapartsdirect_tweakers,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,118
harddrivesdirect_5147704,sillworks_2036063,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,119
usapartsdirect_10761109,sillworks_3784023,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,120
harddrivesdirect_5791522,sillworks_17514559,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,121
usapartsdirect_12494411,sillworks_863002,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,122
harddrivesdirect_7900788,sillworks_11520723,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,123
usapartsdirect_11002668,harddrivesdirect_2224306,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,124
harddrivesdirect_6289262,sillworks_15376227,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,125
usapartsdirect_4582967,sillworks_13960291,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,126
harddrivesdirect_2323987,tweakers_13740177,harddrivesdirect_tweakers,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,127
sillworks_3785625,tweakers_5223475,sillworks_tweakers,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,128
usapartsdirect_15527756,sillworks_456440,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,129
usapartsdirect_12972843,harddrivesdirect_9726335,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,130
usapartsdirect_12848843,harddrivesdirect_13670703,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,131
usapartsdirect_11992940,harddrivesdirect_9449672,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,132
usapartsdirect_3313778,harddrivesdirect_4359175,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,133
harddrivesdirect_6539476,sillworks_5009628,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,134
usapartsdirect_13182245,harddrivesdirect_10605322,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,135
usapartsdirect_6568225,harddrivesdirect_8407887,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,136
usapartsdirect_15569201,harddrivesdirect_14670095,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,137
sillworks_14563130,tweakers_3412724,sillworks_tweakers,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,138
usapartsdirect_2378857,harddrivesdirect_8826361,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,139
usapartsdirect_15299828,sillworks_8514090,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,140
harddrivesdirect_2946174,sillworks_8843514,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,141
usapartsdirect_8718036,harddrivesdirect_2619480,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,142
usapartsdirect_325819,sillworks_13644812,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,143
usapartsdirect_14562926,harddrivesdirect_9955589,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,144
usapartsdirect_9235129,harddrivesdirect_15291435,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,145
sillworks_15643571,tweakers_12556849,sillworks_tweakers,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,146
usapartsdirect_8729743,harddrivesdirect_14944094,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,147
usapartsdirect_16879095,harddrivesdirect_3489898,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,148
harddrivesdirect_8792993,sillworks_748058,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,149
harddrivesdirect_6281195,sillworks_10616723,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,150
harddrivesdirect_5833303,sillworks_8740800,harddrivesdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,151
usapartsdirect_9542066,tweakers_5606343,usapartsdirect_tweakers,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,152
harddrivesdirect_12977422,sillworks_2601197,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,153
usapartsdirect_12848843,harddrivesdirect_8881910,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,154
usapartsdirect_14369899,harddrivesdirect_14552690,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,155
harddrivesdirect_13762123,sillworks_6456285,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, False, False, True)",,,disagreement,156
usapartsdirect_14106129,harddrivesdirect_17510894,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,157
harddrivesdirect_655747,sillworks_12306981,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,158
usapartsdirect_11005842,sillworks_13088464,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,159
usapartsdirect_11930368,sillworks_5128483,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,160
harddrivesdirect_1046979,sillworks_10911974,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,161
usapartsdirect_1809031,sillworks_3334985,usapartsdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,162
usapartsdirect_4423174,harddrivesdirect_13898529,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,163
usapartsdirect_13845130,sillworks_7500225,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,164
usapartsdirect_7493544,sillworks_7500225,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,165
usapartsdirect_8591776,sillworks_15638926,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,166
harddrivesdirect_2663368,sillworks_3164344,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,167
harddrivesdirect_118513,sillworks_12729382,harddrivesdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,168
usapartsdirect_6407194,sillworks_15186292,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,169
harddrivesdirect_13269400,sillworks_16059530,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,170
harddrivesdirect_1368964,sillworks_5434281,harddrivesdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,171
harddrivesdirect_17453246,sillworks_481525,harddrivesdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,172
harddrivesdirect_6292260,sillworks_1179386,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,173
harddrivesdirect_16253612,sillworks_17321647,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,174
harddrivesdirect_10020788,sillworks_16151465,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,175
harddrivesdirect_3929020,sillworks_13687796,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,176
harddrivesdirect_3661642,sillworks_9544443,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,177
sillworks_13241833,tweakers_4173777,sillworks_tweakers,False,True,0.4,,,,,,,0.4,"(True, False, False, False, True)",,,disagreement,178
usapartsdirect_12467373,sillworks_9460373,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,179
harddrivesdirect_8100535,sillworks_13960291,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,180
harddrivesdirect_10766912,sillworks_4845973,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,181
